"","seconds","scores.neutral","scores.happiness","scores.surprise","scores.sadness","scores.anger","scores.disgust","scores.fear","scores.contempt"
"17",17,0.9937411,7.37063933333333e-07,6.41998833333333e-06,0.00137151463333333,0.00468031833333333,1.2950441e-05,8.20998266666667e-07,0.000186012933333333
"18",18,0.9559571,9.851696e-07,1.9137631e-05,0.00378120263333333,0.0394761926666667,0.000127551543333333,4.00698256666667e-06,0.000633871533333333
"19",19,0.928754333333333,3.15016613333333e-07,2.0023183e-05,0.00380711766666667,0.066741583,0.00011935688,3.0682371e-06,0.000554265333333333
"20",20,0.8293161,7.642297e-08,5.34068366666667e-05,0.00347505833333333,0.1664804,0.000158902433333333,5.14850966666667e-06,0.00051091
"21",21,0.871275233333333,1.65186346666667e-07,1.4555472e-05,0.0111236812,0.116835736666667,0.000312848493333333,1.58928893333333e-06,0.000436164776666667
"22",22,0.827962833333333,1.50085426666667e-07,7.57362533333333e-05,0.00282003633333333,0.1684451,0.000194357766666667,8.144921e-06,0.000493604333333333
"23",23,0.8023113,2.93051923333333e-07,9.065015e-05,0.003512822,0.193068833333333,0.0002935,1.2688743e-05,0.000709853533333333
"24",24,0.7789946,5.2921731e-07,7.98214596666667e-05,0.0107347273333333,0.208056366666667,0.00106873806666667,1.20732113333333e-05,0.00105316786666667
"25",25,0.789693433333333,3.27275866666667e-07,2.37526e-05,0.00810204966666667,0.199750466666667,0.00144763743333333,2.45797666666667e-06,0.0009798788
"26",26,0.749509333333333,1.15825613333333e-07,2.66549433333333e-05,0.00890517333333333,0.239899166666667,0.000939274633333333,3.70940766666667e-06,0.000716632766666667
"27",27,0.720185266666667,1.9562113e-07,2.94857166666667e-05,0.019962401,0.2571548,0.00159029963333333,6.80904233333333e-06,0.0010706608
"28",28,0.7201578,1.15511476666667e-07,3.03108266666667e-05,0.013799982,0.263569566666667,0.00134839663333333,5.40890966666667e-06,0.0010884506
"29",29,0.749145666666667,9.91198213333333e-08,2.21846416666667e-05,0.016397746,0.232977566666667,0.000748065133333333,1.98174873333333e-06,0.0007067341
"30",30,0.7896634,2.398738975e-05,2.47777733333333e-05,0.0125766326666667,0.164950436666667,0.00622761276666667,3.256887e-06,0.0265300160666667
"31",31,0.706313933333333,9.23882553333333e-05,3.181917e-05,0.0526291773333333,0.16500564,0.0181199423333333,4.642623e-06,0.0578022886666667
"32",32,0.717408333333333,1.34143946666667e-05,2.47017333333333e-05,0.0358173766666667,0.224227833333333,0.0108796626666667,4.842743e-06,0.0116239026666667
"33",33,0.737671933333333,1.77263033333333e-05,3.35277566666667e-05,0.0194156396666667,0.214245733333333,0.00799528333333333,5.89268066666667e-06,0.020614361
"34",34,0.0357646556666667,1.95937796666667e-05,2.94845936666667e-05,0.204041866666667,0.0496404933333333,0.15422131,0.00017121333,0.556111366666667
"35",35,0.07755861,2.60883e-05,6.21336033333333e-05,0.138946333333333,0.0879496833333333,0.11561881,0.0001441216,0.579694133333333
"36",36,0.189056576666667,5.38778333333333e-05,9.987482e-05,0.1839213,0.13905924,0.07878742,0.000143695413333333,0.408877866666667
"37",37,0.309498966666667,2.52403686666667e-05,0.00012545309,0.171331193333333,0.2257223,0.04360594,0.00013443164,0.249556766666667
"38",38,0.25003638,0.0167874286053333,5.92968833333333e-05,0.0940702773333333,0.0962257513333333,0.0227605443333333,3.53041556e-05,0.520025066666667
"39",39,0.316211866666667,0.1044978,6.32519326666667e-05,0.0056761435,0.00707667223333333,0.0173321191666667,6.44725719333333e-06,0.549135666666667
"40",40,0.455973633333333,0.0361920933333333,8.71623e-05,0.0116422946666667,0.0146719303333333,0.0288404753333333,1.01005433333333e-05,0.4525823
"41",41,0.222848213333333,0.002800713002,4.63181603333333e-05,0.07614235,0.0643490233333333,0.03708743,1.90125783333333e-05,0.59670683
"42",42,0.7680688,1.31581383333333e-05,0.000108838836666667,0.0353999166666667,0.182695356666667,0.004922063,4.09864893333333e-05,0.00875094233333333
"43",43,0.17936003,4.12387406666667e-05,0.000101434823333333,0.22853309,0.12807925,0.115369692,0.000276148626666667,0.348239080333333
"44",44,0.0352555243333333,2.7090425e-05,3.07651203333333e-05,0.366518833333333,0.0550410666666667,0.11663674,0.00011692439,0.426372966666667
"45",45,0.05894856,4.83809636666667e-05,3.37556006666667e-05,0.397214066666667,0.06264771,0.0763088233333333,8.247087e-05,0.404716266666667
"46",46,0.0577470933333333,4.01756633333333e-05,3.7425e-05,0.37578,0.0773973766666667,0.0711402166666667,0.000111981263333333,0.417745633333333
"47",47,0.04985833,4.73596e-05,4.61553066666667e-05,0.354857566666667,0.05825059,0.0866877733333333,0.00015332211,0.450098866666667
"48",48,0.0456095533333333,5.20943133333333e-05,5.34759566666667e-05,0.330325666666667,0.04752466,0.101467313333333,0.00016838024,0.474798866666667
"49",49,0.08883157,7.75226033333333e-05,8.8448955e-05,0.351997133333333,0.0649709633333333,0.07919749,0.000183687256666667,0.414653033333333
"50",50,0.229156953333333,0.00365396415333333,0.000284702906666667,0.211276833333333,0.07633526,0.0660196766666667,0.000266593176666667,0.413006066666667
"51",51,0.330680853333333,7.509599e-05,0.000155726816666667,0.213798766666667,0.2091253,0.07554579,0.000270356866666667,0.170348203333333
"52",52,0.3549257,3.162926e-05,0.00013485131,0.210975766666667,0.273680433333333,0.0623971833333333,0.000261130923333333,0.0975933133333333
"53",53,0.3155482,1.09178933333333e-05,0.000191217853333333,0.230681233333333,0.308615166666667,0.0707363733333333,0.000393935333333333,0.0738229066666667
"54",54,0.165948043333333,2.03527066666667e-05,0.000104117556666667,0.336906,0.227446933333333,0.112682443333333,0.0002798182,0.156612256666667
"55",55,0.155403703333333,1.59719583333333e-05,0.000186373686666667,0.283780033333333,0.2374995,0.14190794,0.000430711466666667,0.180775933333333
"56",56,0.153368713333333,8.80499033333333e-05,7.32427e-05,0.354817766666667,0.168896813333333,0.08714306,0.00017907407,0.2354333
"57",57,0.06810336,0.000352324066666667,8.91524766666667e-05,0.481501833333333,0.0978328966666667,0.10935737,0.00021156414,0.242551533333333
"58",58,0.08367391,0.000239137106666667,0.000212740436666667,0.4903019,0.111809063333333,0.10716472,0.0004795524,0.206119
"59",59,0.05184663,0.00010079291,6.382864e-05,0.421431,0.0700388033333333,0.08571294,0.00015969615,0.3706463
"60",60,0.04856307,0.000212656653333333,4.426012e-05,0.4637202,0.0842060366666667,0.0804855,0.000150009346666667,0.322618133333333
"61",61,0.04567322,0.000115287673333333,7.742147e-05,0.41693,0.0814130933333333,0.13353984,0.000167115923333333,0.322084
