"","State_FIPS_Code","County_FIPS_Code","Premature.death.Value","Poor.or.fair.health.Value","Poor.physical.health.days.Value","Poor.mental.health.days.Value","Low.birthweight.Value","Adult.smoking.Value","Adult.obesity.Value","Food.environment.index.Value","Physical.inactivity.Value","Access.to.exercise.opportunities.Value","Excessive.drinking.Value","Alcohol.impaired.driving.deaths.Value","Sexually.transmitted.infections.Value","Teen.births.Value","Primary.care.physicians.Value","Mental.health.providers.Value","Preventable.hospital.stays.Value","Population.estimate.Value","Percent.of.population.below.18.years.of.age","Percent.of.population.aged.65.years.and.older","Percent.of.population.that.is.non.Hispanic.African.American","Percent.of.population.that.is.American.Indian.or.Alaskan.Native","Percent.of.population.that.is.Asian","Percent.of.population.that.is.Native.Hawaiian.or.Other.Pacific.Islander","Percent.of.population.that.is.Hispanic","Percent.of.population.that.is.non.Hispanic.White","Population.that.is.not.proficient.in.English.Value","Percent.of.population.that.is.female","Population.living.in.a.rural.area.Value","Diabetes.Value","Other.primary.care.providers.Value"
"2","01","001","9,215",0.194,4.4,4.3,0.09,0.187,0.309,7.1,0.287,0.708,0.151,0.318,"416.1",35.2,40,"14",62.38,"55,395",0.252,0.138,0.185,0.005,0.011,0.001,0.027,0.756,0.005,0.514,0.42,0.109,"20"
"3","01","003","7,455",0.16,4.1,4.2,0.09,0.186,0.267,7.6,0.252,0.722,0.151,0.394,"308.2",41.6,75,"87",49.28,"200,111",0.222,0.187,0.094,0.007,0.009,0.001,0.046,0.83,0.014,0.512,0.423,0.109,"34"
"4","01","005","8,500",0.257,4.9,4.7,0.12,0.214,0.408,5.1,0.329,0.453,0.124,0.391,"632.3",67.9,37,"7",60.85,"26,887",0.212,0.165,0.472,0.006,0.005,0.002,0.045,0.466,0.022,0.466,0.678,0.153,"19"
"5","01","007","11,008",0.22,4.8,4.6,0.12,0.21,0.401,7.4,0.332,0.328,0.138,0.344,"367.3",48.4,36,"",73.81,"22,506",0.21,0.148,0.219,0.004,0.002,0.001,0.021,0.745,0.005,0.459,0.684,0.125,"27"
"6","01","009","8,656",0.207,4.6,4.5,0.07,0.194,0.324,8.3,0.285,0.255,0.141,0.192,"159.1",45.3,26,"5",62.87,"57,719",0.236,0.17,0.016,0.006,0.003,0.001,0.087,0.878,0.018,0.505,0.9,0.117,"9"
"7","01","011","10,262",0.293,5.3,4.8,0.14,0.223,0.445,3.9,0.331,0.232,0.113,0.44,"992.9",83.5,38,"28",70.25,"10,764",0.214,0.149,0.691,0.008,0.003,0.007,0.075,0.221,0.026,0.453,0.514,0.173,"65"
"8","01","013","11,155",0.274,5.3,5.1,0.11,0.228,0.36,6,0.344,0.46,0.105,0.31,"773.1",56.6,39,"30",106.01,"20,296",0.236,0.18,0.437,0.004,0.009,0,0.012,0.531,0.004,0.536,0.712,0.162,"44"
"9","01","015","10,352",0.223,4.9,4.9,0.09,0.238,0.32,6.2,0.336,0.593,0.129,0.25,"680.3",47.2,63,"96",77.25,"115,916",0.222,0.16,0.208,0.005,0.009,0.001,0.035,0.729,0.008,0.518,0.337,0.126,"38"
"10","01","017","11,923",0.258,5.1,4.9,0.12,0.208,0.398,5.7,0.348,0.612,0.12,0.333,"901.2",60.7,38,"",62.2,"34,076",0.214,0.183,0.392,0.003,0.008,0.001,0.02,0.568,0.002,0.523,0.491,0.153,"9"
"11","01","019","12,007",0.198,4.6,4.7,0.09,0.198,0.327,7.8,0.31,0.329,0.133,0.2,"222.9",49.8,23,"23",81.36,"26,037",0.204,0.209,0.046,0.005,0.003,0,0.015,0.916,0.001,0.502,0.857,0.125,"23"
"12","01","021","10,790",0.208,4.6,4.6,0.09,0.212,0.371,7.8,0.32,0.323,0.14,0.288,"337.8",58.2,18,"46",73.79,"43,931",0.242,0.152,0.102,0.005,0.004,0.002,0.077,0.803,0.028,0.508,0.867,0.118,"2"
"13","01","023","12,530",0.254,4.9,4.8,0.1,0.19,0.387,5.8,0.338,0.201,0.112,0.4,"432.8",40.7,37,"",68.25,"13,323",0.206,0.208,0.422,0.002,0.003,0,0.008,0.561,0,0.525,1,0.157,"38"
"14","01","025","10,306",0.258,5.3,4.9,0.13,0.212,0.361,4.9,0.302,0.381,0.11,0.333,"763.1",40.8,48,"36",62.25,"24,945",0.226,0.18,0.439,0.004,0.005,0,0.013,0.531,0.002,0.528,0.76,0.155,"40"
"15","01","027","8,484",0.231,5,4.8,0.12,0.204,0.377,7.2,0.362,0.213,0.123,0.333,"521.0",50.3,37,"7",98.55,"13,552",0.216,0.194,0.143,0.006,0.003,0,0.034,0.797,0.009,0.506,1,0.135,"37"
"16","01","029","10,847",0.181,4.3,4.4,0.09,0.185,0.3,7.9,0.332,0.402,0.142,0.304,"323.6",57.2,27,"40",63.52,"15,080",0.233,0.184,0.036,0.004,0.002,0.001,0.025,0.923,0.001,0.504,1,0.11,"27"
"17","01","031","7,296",0.208,4.8,4.6,0.09,0.193,0.302,6.9,0.294,0.708,0.134,0.325,"597.0",41.1,47,"67",59.09,"50,909",0.237,0.159,0.173,0.014,0.016,0.004,0.064,0.713,0.022,0.505,0.472,0.123,"45"
"18","01","033","10,076",0.214,4.8,4.8,0.1,0.185,0.366,7,0.297,0.443,0.134,0.073,"549.2",51.8,55,"26",72.58,"54,543",0.217,0.185,0.16,0.006,0.005,0.001,0.026,0.788,0.004,0.518,0.439,0.134,"99"
"19","01","035","11,853",0.314,5.8,5.3,0.14,0.238,0.372,4.6,0.335,0.001,0.103,0.235,"577.8",52.8,39,"39",144.65,"12,670",0.214,0.204,0.456,0.004,0.001,0,0.018,0.511,0.003,0.519,0.809,0.185,"24"
"20","01","037","10,311",0.247,5.1,4.9,0.12,0.218,0.388,6.6,0.308,0.245,0.123,0.433,"446.8",48.8,9,"9",75.85,"10,886",0.183,0.185,0.313,0.006,0.002,0.002,0.023,0.648,0.007,0.495,1,0.156,"9"
"21","01","039","9,676",0.214,4.8,4.8,0.1,0.199,0.316,7.2,0.355,0.512,0.131,0.326,"400.5",65.6,48,"53",104.98,"37,914",0.221,0.198,0.128,0.006,0.005,0,0.016,0.831,0.007,0.516,0.697,0.129,"50"
"22","01","041","9,118",0.233,4.9,4.7,0.08,0.204,0.366,5.7,0.316,0.356,0.128,0.263,"575.2",49.5,14,"29",76.08,"13,977",0.227,0.18,0.239,0.005,0.018,0.001,0.017,0.706,0.009,0.511,1,0.138,"72"
"23","01","043","9,491",0.198,4.5,4.7,0.09,0.201,0.347,7.7,0.284,0.381,0.143,0.22,"294.6",55,57,"103",56.61,"81,289",0.225,0.176,0.013,0.006,0.005,0,0.044,0.921,0.01,0.505,0.732,0.115,"60"
"24","01","045","8,368",0.211,4.5,4.6,0.08,0.202,0.362,6.3,0.278,0.48,0.137,0.409,"596.7",45.5,26,"81",50.08,"49,484",0.236,0.154,0.192,0.008,0.013,0.001,0.061,0.702,0.007,0.505,0.509,0.12,"77"
"25","01","047","12,135",0.3,6,5.4,0.13,0.254,0.424,3.7,0.342,0.588,0.097,0.62,"1,208.5",67.8,81,"43",72.55,"41,711",0.252,0.156,0.691,0.002,0.005,0,0.01,0.285,0.001,0.537,0.456,0.19,"17"
"26","01","049","9,813",0.228,4.8,4.7,0.09,0.192,0.306,7.9,0.324,0.402,0.127,0.348,"246.2",56.3,44,"20",76.91,"71,065",0.247,0.157,0.018,0.021,0.004,0.007,0.142,0.806,0.045,0.507,0.901,0.115,"37"
"27","01","051","8,064",0.182,4.2,4.3,0.09,0.193,0.303,7.3,0.297,0.681,0.15,0.356,"487.4",41.2,31,"14",69.08,"80,977",0.23,0.14,0.21,0.004,0.007,0.001,0.027,0.737,0.009,0.515,0.542,0.105,"19"
"28","01","053","10,954",0.265,5.2,5,0.1,0.227,0.394,6,0.334,0.561,0.125,0.484,"486.9",65.3,42,"37",94.08,"37,733",0.22,0.167,0.321,0.034,0.003,0.001,0.021,0.606,0.002,0.488,0.635,0.154,"27"
"29","01","055","11,392",0.228,5,5.1,0.08,0.223,0.347,6.7,0.325,0.44,0.129,0.274,"695.5",51.5,78,"99",82.32,"103,531",0.221,0.173,0.153,0.005,0.008,0.003,0.037,0.784,0.011,0.516,0.375,0.13,"65"
"30","01","057","10,604",0.222,4.9,4.7,0.11,0.205,0.324,7.4,0.305,0.274,0.126,0.357,"371.0",51.3,41,"12",100.54,"16,874",0.217,0.196,0.118,0.004,0.003,0,0.014,0.85,0.001,0.505,0.802,0.134,"24"
"31","01","059","12,179",0.232,5.1,4.8,0.09,0.197,0.342,7.5,0.348,0.588,0.126,0.24,"318.0",58.2,48,"9",96.62,"31,601",0.243,0.159,0.04,0.015,0.004,0.002,0.161,0.78,0.065,0.503,0.704,0.123,"38"
"32","01","061","8,851",0.22,4.9,4.8,0.09,0.219,0.347,7.5,0.305,0.274,0.13,0.286,"460.4",55.5,26,"15",83.76,"26,712",0.222,0.192,0.096,0.01,0.004,0.001,0.036,0.841,0.012,0.508,0.896,0.131,"26"
"33","01","063","12,011",0.36,6.2,5.6,0.16,0.265,0.459,3.2,0.331,0.152,0.086,0.323,"1,295.6",51.8,34,"12",104.79,"8,553",0.233,0.179,0.802,0.002,0.002,0,0.01,0.179,0.001,0.525,1,0.227,"23"
"34","01","065","10,037",0.292,5.6,5.1,0.14,0.218,0.359,6.1,0.353,0.583,0.101,0.478,"1,260.7",42.6,13,"20",82.09,"15,184",0.233,0.173,0.578,0.002,0.003,0,0.013,0.4,0.005,0.528,0.892,0.174,"26"
"35","01","067","9,773",0.206,4.4,4.4,0.08,0.175,0.352,7.5,0.288,0.315,0.126,0.25,"607.4",45.4,29,"17",45.86,"17,190",0.212,0.208,0.269,0.003,0.007,0,0.026,0.684,0.011,0.518,0.878,0.14,"17"
"36","01","069","8,733",0.211,4.7,4.5,0.09,0.194,0.336,6.6,0.305,0.535,0.135,0.23,"697.3",51.7,90,"144",54.71,"104,193",0.237,0.161,0.264,0.005,0.009,0.001,0.033,0.673,0.008,0.521,0.338,0.129,"95"
"37","01","071","11,745",0.207,4.9,4.7,0.09,0.202,0.306,7.6,0.32,0.366,0.134,0.215,"243.3",54,60,"40",103.18,"52,665",0.217,0.186,0.035,0.016,0.005,0.001,0.029,0.894,0.007,0.507,0.77,0.125,"46"
"38","01","073","10,309",0.191,4.5,4.5,0.11,0.168,0.337,5.9,0.283,0.777,0.145,0.163,"801.5",44.6,102,"147",47.29,"660,793",0.231,0.143,0.425,0.003,0.016,0.001,0.038,0.508,0.015,0.528,0.098,0.125,"87"
"39","01","075","9,785",0.223,5,4.8,0.1,0.214,0.325,7.4,0.331,0.217,0.121,0.455,"329.6",49.4,NA,"14",84.81,"14,086",0.217,0.205,0.111,0.002,0.001,0,0.014,0.858,0.006,0.512,1,0.134,"43"
"40","01","077","8,870",0.192,4.5,4.6,0.1,0.189,0.316,7.2,0.296,0.627,0.136,0.282,"382.5",32,50,"121",61.34,"93,096",0.205,0.182,0.103,0.005,0.009,0.001,0.024,0.847,0.008,0.521,0.493,0.116,"67"
"41","01","079","11,488",0.198,4.7,4.6,0.1,0.203,0.363,7.6,0.349,0.489,0.138,0.275,"295.5",50.3,24,"72",72.93,"33,477",0.217,0.168,0.113,0.058,0.002,0,0.022,0.764,0.001,0.513,0.913,0.124,"36"
"42","01","081","7,146",0.217,4.5,4.5,0.08,0.203,0.295,6.1,0.232,0.627,0.162,0.281,"519.5",23.1,46,"78",46.78,"154,255",0.216,0.103,0.234,0.004,0.033,0.001,0.039,0.677,0.017,0.507,0.274,0.096,"38"
"43","01","083","7,702",0.19,4.4,4.4,0.09,0.186,0.335,7.7,0.316,0.528,0.146,0.261,"248.7",37.2,33,"34",72.08,"90,787",0.234,0.138,0.132,0.008,0.014,0.002,0.058,0.772,0.015,0.497,0.576,0.108,"35"
"44","01","085","13,399",0.315,5.7,5.2,0.13,0.231,0.464,2.8,0.308,0.015,0.098,0.529,"1,188.2",55.4,9,"",52.65,"10,580",0.231,0.174,0.724,0.003,0.002,0,0.012,0.253,0,0.523,1,0.192,"9"
"45","01","087","11,671",0.311,5.6,5.2,0.13,0.235,0.424,3.6,0.311,0.479,0.101,0.459,"1,222.3",30.4,30,"324",42.55,"19,425",0.183,0.168,0.808,0.002,0.003,0,0.015,0.162,0.006,0.542,0.555,0.182,"93"
"46","01","089","7,458",0.184,4.2,4.3,0.1,0.202,0.312,7,0.246,0.822,0.135,0.251,"534.0",30.9,88,"109",50.42,"350,299",0.224,0.137,0.241,0.008,0.026,0.001,0.047,0.655,0.013,0.512,0.164,0.106,"71"
"47","01","091","11,014",0.288,5.5,5.1,0.13,0.22,0.413,4.9,0.347,0.546,0.107,0.289,"647.0",46.9,35,"25",81.84,"20,110",0.23,0.186,0.506,0.003,0.003,0.002,0.024,0.456,0.002,0.532,0.693,0.176,"65"
"48","01","093","12,061",0.229,5,4.9,0.09,0.203,0.349,7.5,0.357,0.492,0.129,0.036,"220.9",54.5,63,"13",105.86,"30,271",0.212,0.201,0.041,0.003,0.003,0.001,0.025,0.917,0.004,0.504,0.889,0.13,"59"
"49","01","095","10,703",0.22,4.9,4.8,0.08,0.204,0.35,7.5,0.316,0.647,0.138,0.278,"253.2",62.5,61,"215",82.84,"94,636",0.245,0.163,0.021,0.011,0.007,0.003,0.129,0.823,0.049,0.509,0.533,0.115,"33"
"50","01","097","10,302",0.236,4.9,5,0.12,0.205,0.361,5.9,0.296,0.695,0.146,0.373,"792.4",53.3,66,"81",63.8,"415,123",0.24,0.145,0.351,0.01,0.02,0.001,0.028,0.578,0.009,0.522,0.2,0.136,"67"
"51","01","099","11,053",0.26,5.3,5.1,0.16,0.219,0.372,4.4,0.321,0.534,0.11,0.357,"544.2",57,27,"50",66.24,"21,947",0.234,0.179,0.408,0.013,0.004,0,0.012,0.547,0,0.526,0.79,0.164,"36"
"52","01","101","9,166",0.237,4.9,4.7,0.12,0.197,0.336,5.4,0.28,0.758,0.134,0.411,"1,320.4",50,90,"113",46.87,"226,189",0.24,0.133,0.562,0.003,0.026,0.001,0.034,0.363,0.017,0.526,0.105,0.135,"82"
"53","01","103","9,466",0.19,4.5,4.5,0.09,0.185,0.322,7.6,0.305,0.712,0.136,0.221,"420.3",47.8,51,"128",63.33,"119,607",0.231,0.159,0.122,0.011,0.007,0.001,0.079,0.766,0.023,0.508,0.386,0.114,"53"
"54","01","105","13,919",0.337,6,5.4,0.14,0.246,0.378,4.8,0.326,0.784,0.097,0.526,"1,129.6",46.6,30,"20",65.23,"9,826",0.224,0.179,0.671,0.002,0.004,0.001,0.013,0.303,0.006,0.534,1,0.198,"31"
"55","01","107","10,664",0.26,5.1,5,0.12,0.216,0.374,6.3,0.336,0.013,0.114,0.577,"654.5",41.9,36,"20",69.79,"20,365",0.205,0.178,0.399,0.002,0.003,0.004,0.041,0.547,0.004,0.506,1,0.155,"20"
"56","01","109","10,717",0.255,5.1,5.1,0.1,0.223,0.341,5.9,0.285,0.603,0.134,0.212,"1,003.6",28.9,51,"21",64.2,"33,389",0.194,0.141,0.365,0.007,0.022,0.001,0.022,0.571,0.011,0.519,0.517,0.119,"63"
"57","01","111","11,034",0.224,5,4.7,0.1,0.201,0.332,7,0.306,0.269,0.134,0.235,"471.9",46.8,35,"27",74,"22,539",0.22,0.196,0.201,0.005,0.003,0.001,0.029,0.75,0.002,0.514,0.813,0.136,"67"
"58","01","113","9,846",0.251,5.1,4.9,0.1,0.212,0.348,5.9,0.311,0.718,0.131,0.286,"797.3",52,27,"32",42.53,"59,608",0.253,0.125,0.42,0.006,0.008,0.002,0.05,0.495,0.007,0.513,0.354,0.129,"10"
"59","01","115","10,064",0.204,4.3,4.3,0.08,0.198,0.331,8.1,0.286,0.681,0.144,0.375,"258.1",45.4,24,"13",83.33,"86,697",0.23,0.153,0.094,0.004,0.008,0.001,0.023,0.859,0.006,0.501,0.728,0.107,"27"
"60","01","117","6,400",0.138,3.6,3.8,0.08,0.155,0.313,8.4,0.236,0.735,0.17,0.222,"198.1",21.8,85,"61",51.01,"206,655",0.244,0.13,0.119,0.004,0.022,0,0.06,0.785,0.02,0.512,0.229,0.091,"27"
"61","01","119","12,106",0.332,5.8,5.5,0.12,0.241,0.396,4,0.312,0.196,0.103,0.417,"1,355.5",32.9,45,"23",76.86,"13,166",0.197,0.163,0.732,0.001,0.004,0,0.011,0.248,0.006,0.55,1,0.193,"23"
"62","01","121","11,677",0.249,5.2,4.9,0.13,0.218,0.376,6.4,0.341,0.661,0.117,0.347,"662.9",47.4,32,"10",84.48,"81,322",0.223,0.161,0.322,0.004,0.004,0,0.023,0.634,0.006,0.514,0.558,0.145,"32"
"63","01","123","9,954",0.241,5,4.7,0.14,0.208,0.365,6.7,0.322,0.656,0.126,0.222,"563.5",57.2,46,"27",65.59,"41,165",0.211,0.196,0.269,0.004,0.005,0,0.023,0.689,0.005,0.514,0.742,0.143,"56"
"64","01","125","8,554",0.2,4.5,4.5,0.11,0.204,0.327,6.5,0.282,0.757,0.154,0.263,"784.5",28.6,73,"119",71.81,"202,212",0.211,0.117,0.307,0.003,0.015,0.001,0.033,0.632,0.011,0.517,0.255,0.105,"61"
"65","01","127","14,857",0.223,5,5,0.1,0.218,0.329,7.3,0.338,0.475,0.128,0.21,"484.7",56.2,48,"44",72.86,"65,471",0.221,0.182,0.063,0.005,0.004,0.001,0.023,0.894,0.006,0.514,0.741,0.13,"52"
"66","01","129","10,910",0.215,4.7,4.6,0.1,0.2,0.36,7,0.333,0.105,0.137,0.304,"491.0",39.1,18,"12",90.18,"16,834",0.225,0.17,0.245,0.079,0.001,0.001,0.014,0.651,0.003,0.512,1,0.138,"30"
"67","01","131","17,193",0.336,6,5.4,0.14,0.252,0.444,1.8,0.323,0.259,0.095,0.455,"1,443.4",46.7,27,"9",42.75,"11,098",0.248,0.177,0.705,0.002,0.001,0,0.01,0.276,0.001,0.524,1,0.205,"18"
"68","01","133","12,313",0.217,5.1,4.9,0.1,0.216,0.287,7.3,0.306,0.765,0.129,0.286,"224.0",51.2,33,"8",147.94,"24,150",0.209,0.2,0.009,0.009,0.003,0.002,0.029,0.94,0.008,0.509,0.849,0.128,"41"
"70","02","013","",0.17,3.6,2.6,NA,0.202,0.311,4.9,0.29,0.311,0.176,NA,"537.8",59.3,NA,"60",NA,"3,360",0.101,0.066,0.117,0.205,0.407,0.006,0.132,0.115,0.133,0.309,1,0.1,"238"
"71","02","016","",0.14,3.2,2.5,0.05,0.18,0.362,6.8,0.239,NA,0.188,NA,"216.3",23.2,NA,"157",NA,"5,750",0.123,0.054,0.071,0.13,0.345,0.023,0.141,0.269,0.091,0.324,1,0.087,"243"
"72","02","020","7,123",0.12,3,2.8,0.06,0.16,0.27,7.9,0.182,0.886,0.233,0.256,"865.3",34.8,97,"306",33.81,"301,010",0.249,0.089,0.057,0.082,0.092,0.024,0.089,0.597,0.024,0.486,0.041,0.071,"159"
"73","02","050","12,030",0.239,5.6,4.3,0.05,0.343,0.316,2.6,0.267,0.067,0.206,0.667,"2,090.6",80.5,101,"1,388",93.42,"17,868",0.361,0.066,0.008,0.817,0.011,0.002,0.018,0.115,0.034,0.483,0.739,0.125,"162"
"74","02","060","",0.125,3.4,3,NA,0.212,0.341,7.8,0.229,0.054,0.228,0,"",56,0,"0",NA,"957",0.201,0.097,0,0.352,0.01,0.003,0.043,0.441,0,0.443,1,0.094,"104"
"75","02","068","",0.11,3,2.7,NA,0.178,0.247,6.1,0.176,0.35,0.231,0.25,"266.7",NA,0,"",NA,"1,921",0.188,0.085,0.018,0.037,0.036,0.001,0.037,0.827,0.031,0.456,1,0.074,"208"
"76","02","070","15,713",0.212,4.9,4,0.06,0.32,0.353,5.6,0.255,0.524,0.197,0.75,"1,410.4",56.5,160,"581",86.94,"4,988",0.319,0.079,0.007,0.704,0.009,0.002,0.031,0.176,0.031,0.486,1,0.123,"120"
"77","02","090","6,211",0.11,3.2,2.7,0.06,0.162,0.286,7.2,0.197,0.649,0.23,0.367,"648.2",36.9,74,"526",21.67,"99,357",0.241,0.08,0.05,0.073,0.031,0.005,0.077,0.713,0.011,0.459,0.309,0.058,"137"
"78","02","100","6,256",0.119,3.3,3,NA,0.181,0.265,7.4,0.198,0.23,0.193,1,"274.3",NA,193,"312",NA,"2,566",0.191,0.168,0.006,0.104,0.011,0,0.025,0.775,0.003,0.51,1,0.097,"39"
"79","02","110","6,392",0.099,2.8,2.8,0.05,0.171,0.27,8,0.163,1,0.23,0.429,"645.0",24.4,107,"515",29.98,"32,406",0.221,0.106,0.014,0.119,0.062,0.011,0.065,0.655,0.013,0.488,0.215,0.071,"86"
"80","02","122","6,748",0.125,3.3,2.9,0.04,0.195,0.28,7.7,0.237,0.587,0.237,0.234,"316.3",29,75,"141",44.26,"57,477",0.231,0.142,0.007,0.073,0.014,0.003,0.04,0.814,0.002,0.476,0.793,0.08,"104"
"81","02","130","7,357",0.126,3.4,2.8,0.05,0.197,0.293,8,0.217,0.813,0.219,0.667,"638.7",29.6,95,"232",46.6,"13,787",0.228,0.125,0.008,0.138,0.075,0.002,0.049,0.652,0.006,0.479,0.232,0.086,"58"
"82","02","150","6,600",0.123,3,2.6,0.05,0.169,0.293,7.8,0.199,0.986,0.218,0.75,"323.1",29.3,141,"257",53.63,"13,986",0.26,0.086,0.013,0.13,0.207,0.009,0.087,0.508,0.027,0.462,0.313,0.077,"57"
"83","02","164","",0.206,5,4,NA,0.308,0.324,2.7,0.233,0.17,0.214,0,"967.4",41.7,0,"61",NA,"1,631",0.281,0.09,0.01,0.634,0.003,0.003,0.032,0.236,0.01,0.471,1,0.121,"184"
"84","02","170","6,942",0.121,3.2,3,0.06,0.212,0.289,7.8,0.218,0.379,0.215,0.317,"549.4",30.8,56,"120",44.82,"97,882",0.273,0.096,0.012,0.064,0.014,0.004,0.047,0.803,0.006,0.475,0.503,0.074,"64"
"85","02","180","13,246",0.238,5.4,4.3,0.06,0.353,0.333,2.8,0.269,0.059,0.193,1,"2,430.7",88.9,81,"672",82.37,"9,817",0.349,0.073,0.006,0.745,0.012,0.001,0.02,0.165,0.01,0.476,0.661,0.125,"163"
"86","02","185","8,245",0.145,3.7,3,0.07,0.254,0.353,7.7,0.253,0.06,0.231,0,"1,804.4",90.6,21,"",118.51,"9,703",0.258,0.048,0.014,0.521,0.058,0.016,0.039,0.321,0.014,0.375,0.593,0.089,"62"
"87","02","188","11,816",0.227,5.1,4.1,0.06,0.352,0.325,3.1,0.263,0.019,0.21,0.5,"2,394.4",95.5,26,"790",98.62,"7,717",0.361,0.069,0.009,0.788,0.009,0.002,0.021,0.121,0.008,0.458,0.575,0.118,"143"
"88","02","201","7,392",0.171,4.3,3.6,0.05,0.251,0.353,6.5,0.29,0.016,0.197,0.333,"",49.1,69,"31",53.71,"6,396",0.241,0.114,0.004,0.424,0.007,0.004,0.033,0.455,0.001,0.453,1,0.114,"141"
"89","02","220","6,431",0.114,3.2,2.8,0.06,0.184,0.27,7.6,0.173,0.886,0.213,1,"132.7",27,200,"1,191",57.55,"8,900",0.222,0.132,0.011,0.159,0.066,0.003,0.06,0.636,0.023,0.487,0.209,0.082,"146"
"90","02","232","4,900",0.142,3.6,3.2,0.06,0.213,0.312,4.9,0.2,0.633,0.205,NA,"",27.3,NA,"192",NA,"3,118",0.173,0.146,0.005,0.28,0.007,0.001,0.048,0.601,0.002,0.469,1,0.107,"321"
"91","02","240","8,211",0.133,3.6,3,0.06,0.202,0.33,6.6,0.209,0.106,0.211,0.273,"182.0",35.8,57,"115",33.51,"6,931",0.256,0.12,0.014,0.116,0.013,0.005,0.049,0.762,0.012,0.444,1,0.088,"58"
"92","02","261","5,504",0.119,3.4,2.8,0.05,0.191,0.304,7.2,0.231,0.676,0.218,0.5,"380.8",20,72,"63",37.97,"9,488",0.245,0.101,0.008,0.135,0.04,0.007,0.047,0.707,0.016,0.473,1,0.083,"137"
"93","02","270","20,426",0.32,6.5,4.9,0.06,0.41,0.344,1,0.276,NA,0.184,0.75,"2,407.5",105.9,NA,"137",92.4,"8,010",0.42,0.052,0.002,0.917,0.003,0,0.011,0.049,0.014,0.475,1,0.139,"25"
"94","02","280","5,280",0.124,3.3,3,0.06,0.187,0.296,7.7,0.208,0.928,0.206,NA,"",36.8,178,"272",82.51,"5,524",0.215,0.152,0.01,0.128,0.026,0.002,0.041,0.717,0.015,0.482,1,0.093,"36"
"95","02","282","",0.13,3.5,3,NA,0.205,0.321,7.6,0.247,1,0.216,NA,"",NA,0,"157",NA,"635",0.192,0.128,0.025,0.361,0.046,0.017,0.033,0.372,0.013,0.446,1,0.102,"315"
"96","02","290","17,284",0.236,5.1,4.1,0.05,0.323,0.265,1.4,0.252,0.187,0.199,0.167,"1,213.2",57.5,53,"108",24.06,"5,547",0.278,0.133,0.006,0.707,0.003,0.001,0.02,0.22,0.005,0.463,1,0.149,"198"
"98","04","001","14,320",0.295,5.7,5.3,0.07,0.256,0.328,0.5,0.218,0.221,0.146,0.199,"822.5",55.2,29,"103",88.71,"71,828",0.293,0.135,0.008,0.735,0.004,0.001,0.064,0.19,0.051,0.506,0.741,0.166,"65"
"99","04","003","7,159",0.191,4.1,3.9,0.08,0.16,0.247,6.3,0.23,0.728,0.149,0.2,"330.8",48.9,45,"112",53.81,"127,448",0.224,0.199,0.039,0.017,0.022,0.004,0.346,0.561,0.05,0.492,0.363,0.11,"68"
"100","04","005","7,715",0.159,3.8,4,0.08,0.198,0.215,5.4,0.163,0.817,0.192,0.249,"661.0",31.5,82,"200",35.29,"137,682",0.218,0.111,0.014,0.273,0.018,0.002,0.139,0.549,0.029,0.506,0.315,0.088,"81"
"101","04","007","11,630",0.194,4.3,4.1,0.08,0.18,0.268,5.9,0.258,0.818,0.131,0.258,"496.8",77.2,58,"68",56.63,"53,119",0.204,0.266,0.007,0.165,0.008,0.001,0.188,0.632,0.016,0.504,0.411,0.124,"55"
"102","04","009","7,707",0.196,4.1,3.8,0.08,0.184,0.318,6.2,0.234,0.433,0.172,0.346,"352.8",62.1,64,"45",39.44,"37,957",0.283,0.123,0.018,0.14,0.007,0.002,0.321,0.514,0.03,0.465,0.464,0.105,"87"
"103","04","011","8,055",0.196,3.7,3.5,0.07,0.172,0.334,5.3,0.242,0.433,0.177,0.278,"295.4",61.2,44,"21",38.21,"9,346",0.281,0.116,0.014,0.033,0.008,0.002,0.466,0.478,0.023,0.477,0.466,0.103,"53"
"104","04","012","13,905",0.218,4.4,4,0.06,0.16,0.315,5.3,0.303,0.333,0.13,0.195,"300.8",71.3,34,"133",44.74,"20,231",0.174,0.361,0.009,0.178,0.009,0.001,0.257,0.593,0.052,0.489,0.563,0.148,"54"
"105","04","013","6,082",0.153,3.5,3.4,0.07,0.151,0.222,7.3,0.196,0.93,0.171,0.268,"480.4",43.3,71,"125",38.01,"4,087,191",0.251,0.138,0.05,0.028,0.041,0.003,0.303,0.57,0.056,0.506,0.024,0.089,"77"
"106","04","015","10,589",0.193,4.1,4,0.07,0.2,0.281,5.1,0.317,0.647,0.151,0.231,"258.7",49.5,47,"70",62.42,"203,361",0.187,0.269,0.011,0.029,0.012,0.002,0.158,0.78,0.022,0.497,0.23,0.122,"66"
"107","04","017","12,609",0.215,4.7,4.6,0.08,0.234,0.309,3.9,0.241,0.469,0.146,0.268,"864.7",65.7,71,"71",49.62,"108,101",0.28,0.158,0.011,0.449,0.007,0.001,0.111,0.422,0.043,0.498,0.541,0.138,"65"
"108","04","019","7,155",0.161,3.5,3.7,0.07,0.146,0.217,6.9,0.181,0.858,0.162,0.349,"523.2",39.5,83,"162",30.51,"1,004,516",0.219,0.177,0.033,0.043,0.031,0.002,0.361,0.533,0.042,0.508,0.075,0.094,"70"
