"","State_FIPS_Code","County_FIPS_Code","Premature.death.Value","Poor.or.fair.health.Value","Poor.physical.health.days.Value","Poor.mental.health.days.Value","Low.birthweight.Value","Adult.smoking.Value","Adult.obesity.Value","Food.environment.index.Value","Physical.inactivity.Value","Access.to.exercise.opportunities.Value","Excessive.drinking.Value","Alcohol.impaired.driving.deaths.Value","Sexually.transmitted.infections.Value","Teen.births.Value","Primary.care.physicians.Value","Mental.health.providers.Value","Preventable.hospital.stays.Value","Population.estimate.Value","Percent.of.population.below.18.years.of.age","Percent.of.population.aged.65.years.and.older","Percent.of.population.that.is.non.Hispanic.African.American","Percent.of.population.that.is.American.Indian.or.Alaskan.Native","Percent.of.population.that.is.Asian","Percent.of.population.that.is.Native.Hawaiian.or.Other.Pacific.Islander","Percent.of.population.that.is.Hispanic","Percent.of.population.that.is.non.Hispanic.White","Population.that.is.not.proficient.in.English.Value","Percent.of.population.that.is.female","Population.living.in.a.rural.area.Value","Diabetes.Value","Other.primary.care.providers.Value"
"1816","34","027","3,992",0.1,2.5,2.8,0.07,0.13,0.204,9.1,0.199,0.956,0.189,0.254,"120.3",5.4,105,"242",48.32,"499,727",0.223,0.154,0.031,0.003,0.101,0,0.128,0.725,0.039,0.51,0.068,0.084,"55"
"1817","34","029","6,247",0.141,3.6,3.8,0.06,0.169,0.268,7.6,0.267,0.856,0.161,0.304,"133.5",16.6,48,"128",58.45,"586,301",0.235,0.219,0.03,0.003,0.02,0,0.089,0.85,0.022,0.519,0.029,0.105,"30"
"1818","34","031","5,583",0.201,3.7,3.6,0.09,0.162,0.241,8.2,0.245,0.997,0.191,0.353,"458.8",33,58,"112",56.56,"508,856",0.244,0.131,0.108,0.015,0.057,0.002,0.396,0.429,0.127,0.513,0.024,0.106,"27"
"1819","34","033","8,062",0.163,3.8,3.7,0.08,0.192,0.32,7.8,0.278,0.689,0.167,0.338,"298.0",36.3,41,"82",75.23,"64,715",0.222,0.172,0.136,0.005,0.01,0,0.08,0.754,0.022,0.513,0.453,0.108,"15"
"1820","34","035","3,934",0.103,2.7,3,0.08,0.113,0.213,9.1,0.204,0.941,0.166,0.309,"173.0",9.8,108,"246",42.32,"332,568",0.232,0.141,0.09,0.003,0.166,0.001,0.142,0.587,0.039,0.513,0.058,0.089,"33"
"1821","34","037","5,417",0.099,2.8,3.2,0.07,0.15,0.255,8.8,0.249,0.925,0.196,0.3,"124.1",9,51,"141",58.41,"144,909",0.216,0.148,0.019,0.002,0.02,0,0.073,0.875,0.011,0.504,0.398,0.081,"15"
"1822","34","039","5,014",0.154,3.1,3.2,0.08,0.152,0.245,8.4,0.251,0.997,0.169,0.305,"334.8",22.3,69,"169",45.16,"552,939",0.239,0.13,0.211,0.007,0.054,0.001,0.3,0.423,0.114,0.512,0,0.1,"36"
"1823","34","041","5,770",0.124,3.2,3.4,0.08,0.151,0.271,8.3,0.241,0.912,0.176,0.167,"176.5",14.2,61,"158",57.24,"106,917",0.212,0.16,0.04,0.002,0.028,0.001,0.084,0.835,0.021,0.512,0.376,0.09,"22"
"1825","35","001","7,133",0.166,3.8,3.7,0.09,0.169,0.204,7,0.169,0.919,0.157,0.278,"683.6",43.9,102,"411",30.04,"675,551",0.229,0.142,0.025,0.058,0.027,0.002,0.49,0.402,0.044,0.51,0.042,0.098,"96"
"1826","35","003","12,699",0.168,4,3.6,0.12,0.157,0.219,2.7,0.24,0.666,0.119,0.636,"",18,55,"84",28.2,"3,556",0.14,0.35,0.006,0.033,0.003,0,0.198,0.749,0,0.48,1,0.14,"0"
"1827","35","005","8,577",0.22,4.4,3.8,0.08,0.183,0.299,6.4,0.258,0.46,0.15,0.346,"491.0",68.8,68,"117",64.46,"65,878",0.272,0.148,0.016,0.022,0.01,0.003,0.549,0.408,0.072,0.502,0.242,0.108,"49"
"1828","35","006","10,090",0.236,4.9,4.4,0.09,0.259,0.329,5.2,0.263,0.573,0.144,0.208,"607.3",76.4,55,"219",46.57,"27,349",0.245,0.142,0.01,0.417,0.006,0.001,0.378,0.208,0.037,0.489,0.553,0.139,"62"
"1829","35","007","9,725",0.189,4.3,3.6,0.14,0.161,0.24,5.6,0.246,0.809,0.133,0.25,"219.3",55.7,38,"875",39.21,"12,680",0.19,0.237,0.005,0.026,0.005,0.002,0.49,0.475,0.025,0.491,0.524,0.132,"95"
"1830","35","009","7,420",0.192,4.4,3.6,0.08,0.199,0.3,5.8,0.284,0.77,0.16,0.194,"572.7",87.7,47,"561",50.54,"50,969",0.27,0.115,0.057,0.021,0.017,0.002,0.397,0.503,0.06,0.481,0.141,0.087,"78"
"1831","35","011","",0.185,4.1,3.8,NA,0.172,0.238,2.8,0.286,0.209,0.13,0.143,"207.6",51,52,"822",72.49,"1,825",0.218,0.238,0.001,0.019,0.002,0,0.408,0.556,0.017,0.498,1,0.135,"55"
"1832","35","013","6,772",0.23,4.6,4.1,0.08,0.174,0.232,5.7,0.202,0.697,0.165,0.34,"598.3",59.9,62,"265",49.22,"213,676",0.254,0.142,0.015,0.023,0.013,0.002,0.668,0.288,0.088,0.508,0.193,0.117,"52"
"1833","35","015","9,493",0.182,4,3.4,0.07,0.179,0.301,7,0.244,0.722,0.162,0.203,"448.4",77.6,50,"115",63.85,"56,395",0.263,0.139,0.013,0.024,0.008,0.001,0.464,0.496,0.031,0.495,0.209,0.101,"66"
"1834","35","017","8,468",0.172,4,3.5,0.09,0.146,0.21,6.3,0.222,0.817,0.144,0.292,"435.6",63.1,75,"491",41.33,"29,096",0.208,0.241,0.008,0.023,0.008,0.001,0.496,0.47,0.016,0.505,0.424,0.124,"93"
"1835","35","019","10,392",0.231,4.2,3.5,0.1,0.159,0.27,6.4,0.227,0.683,0.148,0.114,"564.8",59.3,66,"1,388",56.34,"4,468",0.207,0.179,0.015,0.028,0.011,0,0.794,0.163,0.016,0.434,0.441,0.135,"90"
"1836","35","021","",0.179,3.9,3.6,NA,0.145,0.227,5,0.303,0.23,0.124,0.286,"",NA,0,"0",52.23,"683",0.148,0.307,0.007,0.015,0.007,0,0.43,0.549,0.016,0.47,1,0.146,"146"
"1837","35","023","8,152",0.223,4.3,3.8,0.09,0.17,0.256,6.5,0.269,0.66,0.14,0,"250.3",59.6,NA,"154",42.25,"4,560",0.233,0.191,0.008,0.012,0.006,0.001,0.572,0.402,0.037,0.494,1,0.13,"66"
"1838","35","025","8,380",0.189,3.9,3.4,0.09,0.18,0.347,7.7,0.33,0.786,0.169,0.354,"538.2",88.1,32,"109",69.94,"69,999",0.304,0.104,0.036,0.019,0.006,0.001,0.557,0.385,0.075,0.485,0.21,0.094,"50"
"1839","35","027","8,089",0.165,3.9,3.7,0.1,0.183,0.215,6.1,0.248,0.828,0.148,0.417,"310.2",58.8,55,"553",41.57,"19,706",0.186,0.263,0.005,0.038,0.005,0.002,0.315,0.637,0.029,0.503,0.532,0.121,"56"
"1840","35","028","3,658",0.083,2.6,2.8,0.1,0.111,0.203,7.9,0.145,0.989,0.178,0,"82.6",9.5,174,"215",32.39,"17,682",0.233,0.166,0.006,0.013,0.064,0.001,0.167,0.736,0.017,0.492,0.112,0.076,"79"
"1841","35","029","8,855",0.264,5,4.1,0.08,0.186,0.231,4.8,0.253,0.696,0.122,0.227,"603.0",97.4,45,"122",80.14,"24,673",0.259,0.208,0.009,0.023,0.008,0.002,0.649,0.32,0.126,0.5,0.406,0.146,"85"
"1842","35","031","12,943",0.254,5.3,5,0.08,0.206,0.333,2.4,0.231,0.428,0.136,0.418,"1,101.1",62.5,82,"155",92.41,"74,098",0.307,0.106,0.008,0.768,0.009,0.001,0.14,0.098,0.042,0.52,0.574,0.143,"59"
"1843","35","033","14,730",0.326,5.5,4.4,0.11,0.197,0.238,6.7,0.255,0.233,0.105,0.368,"510.1",37.2,NA,"109",32.81,"4,592",0.192,0.227,0.003,0.033,0.005,0,0.806,0.177,0.056,0.483,1,0.193,"65"
"1844","35","035","7,976",0.189,4.4,3.9,0.09,0.201,0.257,5.1,0.232,0.641,0.16,0.484,"489.1",62,49,"238",33.65,"65,082",0.242,0.164,0.035,0.073,0.015,0.003,0.365,0.508,0.056,0.49,0.296,0.103,"58"
"1845","35","037","11,986",0.2,4.2,3.7,0.09,0.177,0.324,6.4,0.282,0.685,0.122,0.111,"433.3",89.1,46,"1,423",54.57,"8,501",0.212,0.237,0.013,0.025,0.012,0.001,0.447,0.506,0.007,0.513,0.416,0.134,"106"
"1846","35","039","14,447",0.231,4.7,4.1,0.11,0.183,0.241,6.1,0.218,0.47,0.134,0.435,"605.2",67.2,47,"463",42.35,"39,777",0.243,0.165,0.004,0.181,0.007,0.002,0.716,0.131,0.037,0.508,0.498,0.141,"85"
"1847","35","041","6,873",0.199,4.3,4,0.07,0.201,0.281,6.2,0.251,0.715,0.158,0.368,"646.5",54.5,60,"276",87.86,"19,536",0.247,0.126,0.017,0.022,0.016,0.003,0.4,0.54,0.057,0.5,0.365,0.093,"61"
"1848","35","043","6,787",0.163,3.9,3.7,0.09,0.151,0.241,6.4,0.185,0.757,0.162,0.423,"435.1",33.2,61,"290",37.13,"137,608",0.246,0.151,0.02,0.137,0.016,0.002,0.374,0.453,0.016,0.509,0.171,0.101,"35"
"1849","35","045","9,136",0.188,4.4,4.1,0.07,0.21,0.303,5.5,0.243,0.364,0.127,0.394,"676.9",61,59,"202",57.09,"123,785",0.273,0.131,0.007,0.388,0.006,0.001,0.195,0.406,0.026,0.506,0.337,0.109,"64"
"1850","35","047","10,247",0.285,5.1,4.2,0.1,0.188,0.222,6.6,0.195,0.717,0.127,0.457,"681.9",42.4,74,"956",68.08,"28,239",0.199,0.184,0.013,0.031,0.011,0.002,0.772,0.19,0.063,0.506,0.469,0.153,"99"
"1851","35","049","7,461",0.151,3.5,3.5,0.1,0.135,0.138,7.1,0.12,0.806,0.151,0.349,"432.5",42.8,106,"652",25.52,"148,164",0.195,0.196,0.008,0.041,0.014,0.002,0.513,0.431,0.06,0.513,0.252,0.096,"87"
"1852","35","051","13,526",0.175,4.2,3.8,0.09,0.16,0.21,5,0.241,0.945,0.124,0.381,"353.1",60.1,69,"185",48.69,"11,325",0.152,0.34,0.006,0.025,0.005,0,0.294,0.665,0.014,0.502,0.34,0.135,"88"
"1853","35","053","10,634",0.242,4.8,4.2,0.09,0.209,0.256,5.9,0.234,0.542,0.138,0.216,"443.1",65.2,74,"121",27.7,"17,310",0.234,0.168,0.009,0.133,0.015,0.001,0.493,0.358,0.053,0.491,0.497,0.136,"58"
"1854","35","055","9,222",0.198,4.3,3.9,0.11,0.168,0.169,5.4,0.16,0.771,0.127,0.381,"460.7",43.6,97,"725",36.71,"33,084",0.191,0.223,0.004,0.074,0.01,0.002,0.561,0.361,0.02,0.51,0.584,0.138,"103"
"1855","35","057","9,792",0.218,4.6,4,0.1,0.197,0.255,6.1,0.254,0.208,0.135,0.371,"337.1",44.5,6,"154",25.82,"15,611",0.223,0.18,0.014,0.04,0.005,0.003,0.413,0.531,0.046,0.476,0.988,0.128,"58"
"1856","35","059","7,509",0.178,3.9,3.4,0.09,0.168,0.284,6.4,0.269,0.357,0.157,0.455,"248.3",41.6,69,"861",62.23,"4,297",0.185,0.197,0.017,0.03,0.006,0,0.41,0.54,0.038,0.431,1,0.113,"47"
"1857","35","061","8,365",0.204,4.1,3.8,0.09,0.192,0.271,6.1,0.236,0.535,0.158,0.378,"475.0",47,31,"216",34.16,"75,817",0.246,0.154,0.011,0.056,0.009,0.002,0.595,0.343,0.045,0.498,0.167,0.119,"47"
"1859","36","001","5,897",0.122,3.3,3.4,0.09,0.136,0.272,7.7,0.22,0.856,0.187,0.209,"468.2",16.4,98,"304",49.35,"308,171",0.189,0.153,0.124,0.003,0.058,0.001,0.057,0.738,0.015,0.517,0.097,0.086,"137"
"1860","36","003","6,700",0.135,3.6,3.7,0.07,0.164,0.298,7.9,0.224,0.486,0.192,0.238,"235.7",19.7,44,"172",50.06,"47,736",0.207,0.171,0.012,0.003,0.013,0,0.016,0.946,0.006,0.494,0.787,0.089,"71"
"1861","36","005","6,929",0.287,5,4.3,0.1,0.189,0.289,7,0.292,0.986,0.137,0.13,"1,144.2",39.9,52,"153",58.28,"1,438,159",0.255,0.112,0.297,0.029,0.044,0.004,0.548,0.102,0.157,0.528,0,0.147,"85"
"1862","36","007","6,941",0.137,3.6,3.7,0.08,0.163,0.247,7.5,0.243,0.871,0.18,0.197,"337.3",21.6,84,"182",61.65,"197,349",0.197,0.175,0.05,0.002,0.042,0.001,0.039,0.845,0.011,0.509,0.261,0.091,"142"
"1863","36","009","7,389",0.139,3.7,3.8,0.07,0.172,0.284,7.9,0.279,0.625,0.177,0.314,"300.8",34.7,48,"98",51.19,"78,600",0.227,0.171,0.014,0.033,0.008,0,0.02,0.91,0.01,0.505,0.618,0.097,"71"
"1864","36","011","6,081",0.124,3.3,3.5,0.07,0.148,0.303,8.2,0.225,0.724,0.194,0.313,"326.8",26.7,28,"147",71.72,"78,823",0.204,0.171,0.038,0.004,0.007,0.001,0.028,0.907,0.005,0.489,0.558,0.088,"75"
"1865","36","013","6,987",0.138,3.6,3.8,0.08,0.16,0.298,7.7,0.261,0.688,0.173,0.318,"359.4",32.1,54,"126",51.52,"132,053",0.209,0.181,0.022,0.007,0.007,0,0.07,0.88,0.012,0.505,0.439,0.099,"71"
"1866","36","015","6,767",0.127,3.4,3.6,0.08,0.156,0.319,7.4,0.246,0.744,0.184,0.262,"382.4",38.4,68,"229",90.59,"87,770",0.218,0.17,0.063,0.003,0.014,0,0.029,0.865,0.005,0.504,0.242,0.092,"106"
"1867","36","017","6,474",0.131,3.5,3.7,0.07,0.152,0.328,8.3,0.272,0.66,0.176,0.211,"328.4",31.8,44,"170",60.58,"49,426",0.213,0.189,0.009,0.004,0.005,0,0.021,0.948,0.005,0.5,0.834,0.097,"81"
"1868","36","019","5,818",0.134,3.4,3.6,0.07,0.163,0.296,7.3,0.268,0.668,0.195,0.244,"308.6",20.5,69,"189",72.56,"81,632",0.183,0.152,0.041,0.004,0.014,0,0.028,0.901,0.007,0.486,0.642,0.085,"87"
"1869","36","021","6,077",0.116,3.2,3.5,0.07,0.138,0.253,8.2,0.248,0.575,0.191,0.281,"211.2",23.1,48,"135",63.72,"62,122",0.185,0.209,0.047,0.003,0.018,0.001,0.045,0.871,0.006,0.498,0.733,0.097,"56"
"1870","36","023","6,567",0.122,3.4,3.6,0.07,0.153,0.277,7.9,0.213,0.823,0.203,0.348,"400.2",17.6,51,"263",80.32,"49,024",0.196,0.15,0.017,0.003,0.011,0,0.026,0.927,0.005,0.512,0.443,0.078,"67"
"1871","36","025","6,630",0.123,3.4,3.6,0.07,0.148,0.258,8.3,0.25,0.551,0.177,0.256,"255.9",18.1,41,"105",71.77,"46,581",0.182,0.219,0.017,0.003,0.009,0,0.037,0.924,0.005,0.497,0.784,0.1,"73"
"1872","36","027","5,416",0.126,3.1,3.3,0.07,0.134,0.249,8.2,0.21,0.801,0.185,0.296,"276.8",12.1,76,"242",50.49,"296,579",0.202,0.155,0.098,0.005,0.039,0.001,0.116,0.727,0.021,0.502,0.254,0.088,"78"
"1873","36","029","6,935",0.137,3.5,3.7,0.08,0.154,0.265,7.5,0.227,0.953,0.196,0.274,"532.3",24.9,81,"220",42.82,"922,835",0.207,0.165,0.132,0.007,0.032,0,0.051,0.764,0.016,0.516,0.094,0.095,"120"
"1874","36","031","5,968",0.116,3.3,3.4,0.09,0.143,0.285,8.1,0.273,1,0.187,0.3,"177.1",19.8,41,"142",60.04,"38,679",0.173,0.21,0.027,0.005,0.007,0,0.031,0.92,0.017,0.479,0.749,0.094,"67"
"1875","36","033","6,346",0.148,3.8,3.8,0.08,0.182,0.298,7.3,0.258,0.569,0.195,0.303,"196.9",28.9,70,"236",60.29,"51,262",0.199,0.149,0.057,0.078,0.005,0,0.033,0.816,0.008,0.451,0.627,0.094,"92"
"1876","36","035","6,644",0.129,3.5,3.7,0.08,0.165,0.287,7.7,0.247,0.827,0.181,0.226,"287.7",29.5,55,"96",74.07,"54,105",0.208,0.181,0.017,0.002,0.007,0,0.028,0.933,0.006,0.505,0.504,0.094,"61"
"1877","36","037","6,477",0.118,3.3,3.6,0.06,0.149,0.295,8.3,0.258,0.674,0.191,0.302,"321.8",22.3,39,"134",63.45,"59,162",0.207,0.172,0.028,0.012,0.007,0,0.03,0.909,0.006,0.501,0.599,0.088,"57"
"1878","36","039","7,234",0.121,3.3,3.5,0.09,0.148,0.296,7.9,0.253,0.691,0.182,0.256,"254.8",23.3,35,"75",49.85,"47,967",0.172,0.2,0.057,0.004,0.009,0,0.055,0.86,0.005,0.479,0.731,0.094,"75"
"1879","36","041","8,969",0.104,3,3.3,0.05,0.126,0.28,8.1,0.252,1,0.168,0.5,"",18.2,21,"21",32.39,"4,715",0.151,0.268,0.009,0.003,0.005,0.001,0.014,0.956,0.004,0.493,1,0.103,"85"
"1880","36","043","5,902",0.125,3.6,3.6,0.07,0.163,0.298,7.7,0.229,0.617,0.188,0.294,"283.7",24.7,41,"47",76.47,"63,744",0.211,0.188,0.011,0.003,0.006,0,0.021,0.949,0.007,0.507,0.518,0.094,"39"
"1881","36","045","6,638",0.13,3.5,3.6,0.07,0.162,0.274,7.2,0.266,0.682,0.214,0.286,"576.2",44.8,44,"146",61.57,"119,103",0.248,0.122,0.058,0.007,0.017,0.003,0.073,0.822,0.006,0.477,0.48,0.076,"160"
"1882","36","047","5,561",0.201,4,3.9,0.08,0.157,0.223,6.8,0.255,0.968,0.174,0.14,"694.1",27.7,61,"171",57.64,"2,621,793",0.233,0.121,0.31,0.01,0.121,0.001,0.195,0.358,0.128,0.526,0,0.11,"53"
"1883","36","049","6,017",0.122,3.3,3.5,0.07,0.153,0.272,7.7,0.224,0.529,0.194,0.522,"216.7",29.4,59,"202",60.68,"27,220",0.236,0.166,0.008,0.003,0.004,0.001,0.017,0.958,0.004,0.494,0.868,0.089,"44"
"1884","36","051","5,533",0.127,3.3,3.6,0.06,0.149,0.299,7.6,0.236,0.695,0.194,0.308,"188.2",12.1,45,"76",56.69,"64,586",0.187,0.158,0.026,0.004,0.014,0,0.034,0.909,0.005,0.499,0.547,0.085,"46"
"1885","36","053","5,030",0.121,3.3,3.5,0.06,0.15,0.294,8,0.257,0.37,0.202,0.194,"251.4",16.1,61,"140",50.55,"72,369",0.203,0.159,0.018,0.007,0.009,0,0.02,0.934,0.002,0.508,0.589,0.082,"66"
"1886","36","055","5,722",0.131,3.2,3.6,0.08,0.152,0.272,7.4,0.214,0.927,0.181,0.308,"612.7",25.6,104,"207",48.18,"749,857",0.215,0.155,0.147,0.004,0.036,0.001,0.081,0.715,0.022,0.517,0.064,0.091,"159"
"1887","36","057","6,669",0.145,3.6,3.8,0.07,0.158,0.251,6.2,0.212,0.52,0.172,0.08,"254.3",37.5,64,"88",59.44,"49,779",0.226,0.177,0.018,0.005,0.008,0.001,0.126,0.832,0.022,0.507,0.409,0.098,"72"
"1888","36","059","4,365",0.121,3,2.9,0.08,0.12,0.227,9.5,0.258,0.99,0.179,0.242,"244.7",10.4,147,"272",49.48,"1,358,627",0.221,0.164,0.113,0.005,0.091,0.001,0.161,0.623,0.056,0.515,0.002,0.088,"106"
"1889","36","061","4,338",0.141,3.5,3.5,0.09,0.132,0.147,7.8,0.176,0.984,0.213,0.096,"705.7",20.7,138,"722",41.96,"1,636,268",0.147,0.144,0.127,0.012,0.125,0.002,0.259,0.471,0.097,0.528,0,0.089,"156"
"1890","36","063","7,069",0.129,3.4,3.5,0.08,0.158,0.302,7.6,0.218,0.878,0.185,0.247,"386.8",26,43,"99",74.25,"213,525",0.203,0.174,0.068,0.011,0.011,0,0.026,0.863,0.006,0.513,0.224,0.092,"43"
"1891","36","065","6,448",0.13,3.4,3.6,0.08,0.158,0.304,7.6,0.284,0.711,0.175,0.333,"370.4",29.5,73,"143",60.5,"232,871",0.213,0.175,0.06,0.003,0.037,0.001,0.053,0.83,0.028,0.502,0.33,0.094,"102"
"1892","36","067","5,908",0.127,3.4,3.6,0.08,0.158,0.278,7.6,0.246,0.905,0.189,0.3,"516.9",26.1,97,"204",49.53,"468,196",0.219,0.153,0.108,0.009,0.036,0,0.046,0.778,0.017,0.517,0.126,0.086,"165"
"1893","36","069","5,649",0.111,3.1,3.5,0.07,0.139,0.295,8.4,0.174,0.83,0.196,0.129,"301.3",17.6,86,"170",62.09,"109,707",0.208,0.177,0.022,0.003,0.012,0,0.043,0.906,0.013,0.509,0.475,0.085,"91"
"1894","36","071","5,562",0.137,3.5,3.5,0.07,0.145,0.261,8.4,0.24,0.84,0.191,0.314,"292.9",21.8,75,"194",54.28,"376,099",0.26,0.126,0.097,0.008,0.028,0.001,0.194,0.661,0.045,0.5,0.223,0.09,"61"
"1895","36","073","6,525",0.138,3.6,3.7,0.07,0.16,0.306,7.7,0.243,0.719,0.185,0.087,"303.5",27.6,9,"45",91.84,"41,984",0.202,0.162,0.061,0.008,0.005,0,0.047,0.864,0.006,0.503,0.609,0.093,"29"
"1896","36","075","6,677",0.136,3.6,3.8,0.07,0.162,0.293,7.8,0.268,0.605,0.183,0.326,"306.5",28.6,37,"113",64.37,"120,913",0.216,0.145,0.009,0.005,0.007,0,0.023,0.944,0.003,0.5,0.618,0.088,"55"
"1897","36","077","5,675",0.126,3.5,3.7,0.06,0.16,0.255,7.4,0.205,0.611,0.186,0.238,"343.5",10.7,112,"165",55.41,"61,128",0.167,0.186,0.019,0.002,0.014,0.001,0.035,0.917,0.005,0.514,0.706,0.088,"258"
"1898","36","079","4,662",0.103,2.9,3.1,0.08,0.125,0.272,9.1,0.22,0.791,0.199,0.167,"108.4",5.5,50,"271",50.6,"99,487",0.214,0.148,0.025,0.003,0.024,0.001,0.13,0.808,0.026,0.502,0.205,0.081,"46"
"1899","36","081","4,523",0.175,3.6,3.7,0.08,0.119,0.238,8.2,0.281,0.955,0.143,0.159,"488.0",21.5,66,"133",49.76,"2,321,580",0.204,0.136,0.18,0.013,0.258,0.002,0.28,0.262,0.152,0.515,0,0.105,"48"
"1900","36","083","6,181",0.121,3.3,3.4,0.07,0.15,0.236,7.8,0.231,0.705,0.209,0.206,"371.0",24.6,51,"145",52,"159,774",0.202,0.152,0.065,0.003,0.025,0,0.045,0.843,0.008,0.506,0.305,0.083,"59"
"1901","36","085","5,517",0.132,3.3,3.5,0.08,0.146,0.263,8.7,0.314,0.985,0.166,0.195,"305.7",17,96,"194",50.31,"473,279",0.222,0.146,0.097,0.006,0.083,0.001,0.181,0.626,0.048,0.516,0,0.094,"84"
"1902","36","087","4,350",0.131,3.2,3.5,0.06,0.143,0.209,8.5,0.244,0.94,0.173,0.233,"234.8",14.6,95,"241",48.07,"323,866",0.277,0.148,0.114,0.005,0.067,0.001,0.171,0.634,0.081,0.51,0.007,0.099,"43"
"1903","36","089","6,526",0.141,3.7,3.8,0.07,0.176,0.286,7.2,0.246,0.607,0.198,0.389,"198.7",21.9,54,"152",70.16,"111,400",0.207,0.153,0.022,0.01,0.012,0.001,0.022,0.922,0.009,0.491,0.62,0.088,"89"
"1904","36","091","4,524",0.098,2.9,3.3,0.07,0.137,0.256,8.6,0.228,0.869,0.207,0.259,"208.4",13.4,77,"141",49.17,"224,921",0.211,0.159,0.016,0.002,0.024,0,0.029,0.914,0.008,0.506,0.3,0.079,"63"
"1905","36","093","6,652",0.121,3.3,3.6,0.09,0.153,0.26,7.4,0.229,0.892,0.183,0.194,"454.5",27.9,75,"189",43.96,"155,735",0.222,0.156,0.099,0.007,0.045,0.002,0.066,0.754,0.013,0.513,0.082,0.089,"89"
"1906","36","095","5,864",0.116,3.3,3.5,0.07,0.148,0.269,8.2,0.257,0.459,0.19,0.357,"233.7",15.4,25,"98",68.84,"31,566",0.188,0.187,0.012,0.003,0.008,0,0.031,0.935,0.002,0.502,0.828,0.091,"32"
"1907","36","097","5,769",0.12,3.4,3.6,0.06,0.15,0.3,8.4,0.271,0.55,0.181,0.125,"140.4",27.6,81,"152",88.49,"18,479",0.197,0.192,0.01,0.003,0.004,0,0.017,0.953,0.001,0.496,0.812,0.094,"49"
"1908","36","099","6,188",0.127,3.4,3.5,0.06,0.154,0.307,8.3,0.253,0.681,0.189,0.31,"274.7",21.9,25,"149",64.07,"34,884",0.201,0.174,0.049,0.004,0.008,0,0.031,0.895,0.005,0.478,0.587,0.09,"54"
"1909","36","101","6,307",0.122,3.3,3.5,0.07,0.163,0.295,7.7,0.233,0.467,0.186,0.269,"272.6",30.5,61,"154",55.5,"98,394",0.223,0.174,0.015,0.003,0.015,0,0.016,0.938,0.004,0.504,0.604,0.094,"78"
"1910","36","103","5,255",0.124,3.1,3.2,0.08,0.137,0.228,9.1,0.219,0.945,0.185,0.229,"225.0",15.1,76,"238",59.4,"1,502,968",0.222,0.152,0.071,0.006,0.04,0.001,0.182,0.693,0.045,0.507,0.026,0.09,"72"
"1911","36","105","8,247",0.152,3.8,3.8,0.09,0.159,0.307,7.5,0.228,0.623,0.172,0.274,"316.4",28.9,43,"144",55.4,"75,943",0.216,0.168,0.083,0.007,0.017,0.001,0.149,0.731,0.029,0.487,0.742,0.105,"34"
"1912","36","107","6,637",0.108,3.1,3.4,0.07,0.142,0.315,8.4,0.266,0.708,0.187,0.414,"231.8",30,30,"130",55.2,"49,870",0.219,0.179,0.008,0.002,0.007,0.001,0.017,0.955,0.003,0.503,0.657,0.09,"46"
"1913","36","109","4,958",0.129,3.5,3.6,0.07,0.151,0.237,7.5,0.253,0.785,0.195,0.306,"267.2",6.6,85,"293",29.86,"104,691",0.154,0.123,0.039,0.004,0.104,0.001,0.047,0.779,0.011,0.507,0.433,0.069,"98"
"1914","36","111","5,781",0.129,3.3,3.4,0.07,0.143,0.281,7.9,0.192,0.802,0.178,0.265,"247.5",16.4,64,"315",60.99,"180,445",0.185,0.174,0.058,0.004,0.02,0,0.098,0.802,0.013,0.502,0.46,0.091,"43"
"1915","36","113","5,536",0.113,3.2,3.5,0.07,0.142,0.26,8.1,0.21,0.951,0.188,0.242,"302.1",24.8,113,"302",46.24,"64,973",0.19,0.198,0.011,0.003,0.009,0,0.022,0.943,0.005,0.511,0.339,0.09,"180"
"1916","36","115","6,251",0.122,3.3,3.5,0.08,0.154,0.298,8.1,0.241,0.624,0.19,0.277,"203.4",30.9,36,"111",51.97,"62,372",0.198,0.173,0.03,0.003,0.005,0,0.025,0.927,0.004,0.482,0.679,0.089,"45"
"1917","36","117","5,827",0.121,3.3,3.5,0.07,0.15,0.294,8.3,0.263,0.645,0.191,0.188,"265.7",28.6,29,"80",69.22,"92,051",0.221,0.165,0.03,0.004,0.007,0,0.04,0.903,0.008,0.505,0.607,0.091,"38"
"1918","36","119","4,280",0.129,3.3,3.3,0.08,0.111,0.196,8.9,0.197,0.99,0.18,0.251,"331.1",14.4,140,"335",49.29,"972,634",0.229,0.156,0.136,0.008,0.062,0.001,0.237,0.55,0.065,0.517,0.033,0.095,"65"
"1919","36","121","5,789",0.121,3.2,3.4,0.06,0.153,0.263,8,0.243,0.588,0.201,0.091,"195.7",17.7,43,"155",63.76,"41,188",0.192,0.155,0.055,0.004,0.005,0,0.032,0.897,0.005,0.457,0.641,0.085,"41"
"1920","36","123","5,898",0.131,3.5,3.7,0.05,0.158,0.253,8.5,0.237,0.513,0.181,0.522,"232.8",17.9,44,"83",56.8,"25,208",0.233,0.184,0.009,0.003,0.005,0,0.022,0.953,0.012,0.513,0.712,0.096,"48"
"1922","37","001","7,727",0.181,3.8,4,0.09,0.189,0.337,6.3,0.256,0.844,0.142,0.291,"333.3",37.5,54,"143",39.89,"155,792",0.229,0.161,0.188,0.014,0.016,0.001,0.121,0.657,0.032,0.523,0.286,0.11,"55"
