"","State_FIPS_Code","County_FIPS_Code","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer"
"1","01","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,22,12,NA,NA,14,NA,NA,NA,36,23,NA,NA,23,30,NA,NA,32,38,NA,NA,20,19,NA,NA
"2","01","003",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,16,18,NA,NA,13,NA,NA,NA,37,28,NA,NA,22,33,NA,NA,30,32,NA,NA,23,20,NA,NA
"3","01","005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,11,25,NA,NA,18,NA,NA,NA,31,26,NA,NA,29,35,NA,NA,33,29,NA,NA,20,26,NA,NA
"4","01","007",NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,16,21,NA,NA,13,18,NA,NA,12,NA,NA,NA,33,29,NA,NA,23,29,NA,NA,31,26,NA,NA,18,20,NA,NA
"5","01","009",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,18,NA,NA,NA,13,NA,NA,NA,37,NA,NA,NA,23,NA,NA,NA,34,36,NA,NA,20,28,NA,NA
"6","01","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,15,20,NA,NA,NA,NA,NA,NA,25,26,NA,NA,31,33,NA,NA,39,33,NA,NA,16,20,NA,NA
"7","01","013",NA,NA,NA,NA,NA,NA,NA,NA,13,23,NA,NA,NA,NA,NA,NA,12,10,NA,NA,18,18,NA,NA,NA,NA,NA,NA,35,18,NA,NA,30,34,NA,NA,42,45,NA,NA,17,19,NA,NA
"8","01","015",36,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,15,24,NA,NA,NA,NA,NA,NA,28,23,NA,NA,28,37,NA,NA,34,30,NA,NA,19,20,NA,NA
"9","01","017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,NA,NA,18,22,NA,NA,15,NA,NA,NA,30,29,NA,NA,30,34,NA,NA,31,33,NA,NA,18,19,NA,NA
"10","01","019",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,26,NA,NA,NA,11,NA,NA,NA,35,29,NA,NA,32,33,NA,NA,34,31,NA,NA,21,20,NA,NA
"11","01","021",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15,NA,NA,23,11,NA,NA,12,NA,NA,NA,30,28,NA,NA,28,30,NA,NA,34,31,NA,NA,18,23,NA,NA
"12","01","023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,NA,NA,16,17,NA,NA,NA,NA,NA,NA,32,28,NA,NA,30,36,NA,NA,37,36,NA,NA,23,21,NA,NA
"13","01","025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,23,30,NA,NA,31,30,NA,NA,31,36,NA,NA,19,19,NA,NA
"14","01","027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,32,18,NA,NA,31,37,NA,NA,38,38,NA,NA,19,24,NA,NA
"15","01","029",NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,20,NA,NA,NA,31,NA,NA,NA,25,NA,NA,NA,36,33,NA,NA,23,20,NA,NA
"16","01","031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,NA,NA,13,20,NA,NA,15,NA,NA,NA,34,37,NA,NA,30,29,NA,NA,35,31,NA,NA,21,26,NA,NA
"17","01","033",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,14,26,NA,NA,17,18,NA,NA,14,NA,NA,NA,33,24,NA,NA,28,35,NA,NA,31,31,NA,NA,23,22,NA,NA
"18","01","035",NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,15,13,NA,NA,NA,NA,NA,NA,38,28,NA,NA,31,23,NA,NA,38,39,NA,NA,21,21,NA,NA
"19","01","037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,33,26,NA,NA,35,29,NA,NA,37,30,NA,NA,23,25,NA,NA
"20","01","039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,32,18,NA,NA,31,35,NA,NA,32,33,NA,NA,21,26,NA,NA
"21","01","041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,33,31,NA,NA,27,24,NA,NA,36,37,NA,NA,19,17,NA,NA
"22","01","043",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,32,NA,NA,NA,34,36,NA,NA,19,24,NA,NA
"23","01","045",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,36,37,NA,NA,23,20,NA,NA,36,31,NA,NA,20,20,NA,NA
"24","01","047",NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,NA,NA,15,16,NA,NA,NA,NA,NA,NA,30,24,NA,NA,25,30,NA,NA,31,36,NA,NA,20,21,NA,NA
"25","01","049",33,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,31,NA,NA,NA,39,49,NA,NA,18,17,NA,NA
"26","01","051",25,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,14,12,NA,NA,13,NA,NA,NA,34,27,NA,NA,26,33,NA,NA,32,31,NA,NA,22,17,NA,NA
"27","01","053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,14,19,NA,NA,15,NA,NA,NA,32,21,NA,NA,31,32,NA,NA,32,28,62,NA,20,20,14,NA
"28","01","055",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,23,21,NA,NA,11,NA,NA,NA,29,21,NA,NA,34,37,NA,NA,32,28,NA,NA,19,22,NA,NA
"29","01","057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,19,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,31,35,NA,NA,31,36,NA,NA,39,37,NA,NA,19,20,NA,NA
"30","01","059",50,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,31,30,NA,NA,29,35,NA,NA,35,31,NA,NA,19,22,NA,NA
"31","01","061",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,37,21,NA,NA,23,29,NA,NA,36,39,NA,NA,18,24,NA,NA
"32","01","063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,27,28,NA,NA,33,40,NA,NA,42,43,NA,NA,21,19,NA,NA
"33","01","065",NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,NA,NA,23,23,NA,NA,NA,NA,NA,NA,34,26,NA,NA,30,30,NA,NA,35,35,NA,NA,19,22,NA,NA
"34","01","067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,35,27,NA,NA,27,27,NA,NA,34,34,NA,NA,22,19,NA,NA
"35","01","069",39,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13,NA,NA,16,21,NA,NA,13,NA,NA,NA,35,34,NA,NA,24,18,NA,NA,31,30,NA,NA,21,21,NA,NA
"36","01","071",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,33,28,NA,NA,29,28,NA,NA,37,27,NA,NA,22,20,NA,NA
"37","01","073",48,66,NA,NA,24,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,14,16,NA,NA,10,NA,NA,NA,31,25,NA,NA,22,23,NA,NA,28,27,NA,NA,20,20,NA,NA
"38","01","075",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,29,18,NA,NA,30,32,NA,NA,36,38,NA,NA,21,25,NA,NA
"39","01","077",21,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,15,14,NA,NA,NA,NA,NA,NA,34,29,NA,NA,18,32,NA,NA,30,30,NA,NA,21,22,NA,NA
"40","01","079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,37,21,NA,NA,28,40,NA,NA,35,34,NA,NA,21,24,NA,NA
"41","01","081",46,33,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,20,14,NA,NA,11,16,NA,NA,12,NA,NA,NA,34,26,NA,NA,26,29,NA,NA,31,31,NA,NA,21,22,NA,NA
"42","01","083",25,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,19,15,NA,NA,NA,NA,NA,NA,26,24,NA,NA,34,30,NA,NA,45,45,NA,NA,17,14,NA,NA
"43","01","085",NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,13,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,32,24,NA,NA,32,38,NA,NA,40,44,NA,NA,23,18,NA,NA
"44","01","087",NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,19,17,NA,NA,24,NA,NA,NA,31,31,NA,NA,28,33,NA,NA,37,35,NA,NA,20,24,NA,NA
"45","01","089",33,54,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,18,12,NA,NA,16,21,NA,NA,11,NA,NA,NA,34,28,NA,NA,24,27,NA,NA,29,26,NA,NA,22,22,NA,NA
"46","01","091",NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,19,19,NA,NA,NA,NA,NA,NA,34,26,NA,NA,34,30,NA,NA,33,32,NA,NA,23,21,NA,NA
"47","01","093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,29,NA,NA,NA,13,NA,NA,NA,35,NA,NA,NA,30,NA,NA,NA,36,25,NA,NA,20,25,NA,NA
"48","01","095",41,NA,NA,NA,26,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,29,NA,NA,NA,36,31,NA,NA,20,18,NA,NA
"49","01","097",36,53,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,15,12,NA,NA,12,15,NA,NA,NA,NA,NA,NA,32,30,31,NA,25,25,23,NA,32,34,26,40,22,22,35,30
"50","01","099",NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,14,NA,NA,NA,NA,15,NA,NA,14,NA,NA,NA,38,22,NA,NA,22,32,NA,NA,31,36,NA,NA,20,20,NA,NA
"51","01","101",52,56,NA,NA,NA,10,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,19,16,NA,NA,13,NA,NA,NA,34,28,NA,NA,21,22,NA,NA,30,28,NA,NA,22,23,NA,NA
"52","01","103",23,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,20,15,NA,NA,15,26,NA,NA,10,NA,NA,NA,33,31,NA,NA,30,34,NA,NA,31,24,NA,NA,21,21,NA,NA
"53","01","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,36,22,NA,NA,20,22,NA,NA,27,29,NA,NA,20,19,NA,NA
"54","01","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,18,NA,NA,20,22,NA,NA,NA,NA,NA,NA,34,28,NA,NA,34,32,NA,NA,40,36,NA,NA,21,25,NA,NA
"55","01","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,11,NA,NA,18,NA,NA,NA,32,25,NA,NA,28,29,NA,NA,44,40,NA,NA,17,20,NA,NA
"56","01","111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,14,15,NA,NA,13,17,NA,NA,11,NA,NA,NA,28,22,NA,NA,29,31,NA,NA,36,34,NA,NA,19,21,NA,NA
"57","01","113",NA,45,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,18,13,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,29,27,NA,NA,14,16,NA,NA,21,17,NA,NA,21,22,NA,NA
"58","01","115",39,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,18,22,NA,NA,NA,NA,NA,NA,35,23,NA,NA,28,28,NA,NA,32,34,NA,NA,19,22,NA,NA
"59","01","117",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,12,13,NA,NA,NA,NA,NA,NA,33,27,NA,NA,22,20,NA,NA,30,29,NA,NA,19,18,NA,NA
"60","01","119",NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,44,25,NA,NA,20,32,NA,NA,42,37,NA,NA,18,20,NA,NA
"61","01","121",44,48,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,12,13,NA,NA,19,21,NA,NA,NA,NA,NA,NA,30,23,NA,NA,31,33,NA,NA,32,34,NA,NA,20,18,NA,NA
"62","01","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,NA,NA,22,14,NA,NA,NA,NA,NA,NA,31,26,NA,NA,24,21,NA,NA,32,29,NA,NA,19,20,NA,NA
"63","01","125",33,72,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,12,NA,NA,10,19,NA,NA,14,19,NA,NA,NA,NA,NA,NA,31,24,NA,NA,22,30,NA,NA,29,31,NA,NA,22,22,NA,NA
"64","01","127",27,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,28,23,NA,NA,34,29,NA,NA,36,32,NA,NA,19,23,NA,NA
"65","01","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,NA,NA,18,26,NA,NA,11,NA,NA,NA,30,29,15,NA,33,36,26,NA,39,37,33,NA,19,22,11,NA
"66","01","131",NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,NA,NA,32,22,NA,NA,NA,NA,NA,NA,44,19,NA,NA,19,36,NA,NA,32,41,NA,NA,20,20,NA,NA
"67","01","133",NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,34,NA,NA,NA,35,NA,NA,NA,20,NA,NA,NA
"68","02","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","02","016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,27,NA
"70","02","020",31,NA,19,NA,NA,NA,NA,NA,17,NA,30,NA,NA,NA,NA,NA,12,11,NA,NA,11,21,NA,NA,14,NA,NA,NA,31,32,26,38,21,18,17,12,23,25,22,20,27,27,25,20
"71","02","050",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,32,NA,NA,NA,21,NA,NA,NA,22,NA,NA,NA,25,NA
"72","02","060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","02","068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","02","070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,46,NA,NA,NA,15,NA,NA,NA,22,NA,NA,NA,22,NA
"75","02","090",35,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,NA,15,NA,34,NA,20,NA,20,NA,18,NA,27,29,24,NA,24,23,22,NA
"76","02","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,25,NA,NA,NA,28,NA,44,NA,34,NA,20,NA
"77","02","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,19,NA,NA,NA,14,NA,NA,NA,37,NA,25,NA,18,NA,16,NA,18,NA,24,NA,26,NA,27,NA
"78","02","122",20,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,10,NA,10,NA,15,NA,15,NA,31,NA,20,NA,24,NA,20,NA,28,NA,24,NA,27,NA,17,NA
"79","02","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,14,NA,NA,NA,14,NA,11,NA,NA,NA,30,NA,23,NA,23,NA,26,NA,29,NA,19,NA,23,NA,30,NA
"80","02","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,10,NA,11,NA,28,NA,27,NA,23,NA,25,NA,21,NA,30,NA,34,NA,25,NA
"81","02","164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,29,NA
"82","02","170",27,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,35,NA,27,NA,22,NA,10,NA,28,NA,23,NA,25,NA,23,NA
"83","02","180",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,31,NA,25,NA,21,NA,19,NA,35,NA,20,NA,15,NA,27,NA
"84","02","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,38,NA,NA,NA,20,NA,NA,NA,21,NA,NA,NA,30,NA
"85","02","188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,22,NA,NA,NA,13,NA,NA,NA,26,NA,NA,NA,26,NA
"86","02","201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,26,NA,29,NA,26,NA,29,NA,40,NA,34,NA,23,NA,25,NA
"87","02","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,26,NA,NA,NA,33,NA,24,NA,30,NA,28,NA,31,NA,21,NA,24,NA,18,NA
"88","02","232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,21,NA,NA,NA,38,NA,45,NA,17,NA,NA,NA
"89","02","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,24,NA,NA,NA,30,NA,NA,NA,21,NA,33,NA,27,NA,19,NA
"90","02","261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,32,NA,41,NA,20,NA,11,NA,27,NA,27,NA,29,NA,22,NA
"91","02","270",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,51,NA,NA,NA,12,NA,NA,NA,23,NA,NA,NA,29,NA
"92","02","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,41,NA,43,NA,27,NA,NA,NA,27,NA,29,NA,27,NA,18,NA
"93","02","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","02","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,16,NA,25,NA,24,NA,30,NA,14,NA,28,NA,28,NA,28,NA,24,NA
"95","04","001",NA,NA,42,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,15,NA,23,NA,11,NA,29,NA,22,21,21,NA,17,18
"96","04","003",34,NA,NA,38,NA,NA,NA,NA,16,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,10,31,NA,NA,24,24,NA,NA,21,30,26,19,30,23,26,41,19
"97","04","005",52,NA,NA,NA,NA,NA,NA,NA,21,NA,11,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,16,31,NA,13,24,20,NA,17,NA,26,21,23,25,24,33,14,20
"98","04","007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,37,NA,15,36,19,NA,15,18,27,NA,31,33,23,NA,18,28
"99","04","009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,14,NA,NA,NA,12,NA,NA,NA,31,NA,20,28,20,NA,10,15,27,NA,21,27,22,NA,NA,24
"100","04","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,11,NA,NA,NA,23,NA,NA,NA,31,NA,NA,26,25,NA,NA,19,29,NA,NA,24,22,NA,NA,20
"101","04","012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,30,NA,NA,12,NA,15,NA,NA,NA,29,NA,12,15,29,NA,19,23,36,NA,32,33,24,NA,17,22
"102","04","013",49,52,38,49,12,NA,NA,NA,14,13,25,NA,NA,NA,NA,NA,13,11,NA,10,NA,13,NA,NA,12,NA,NA,NA,33,28,22,25,21,25,17,19,30,31,25,29,21,23,21,21
"103","04","015",33,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,31,NA,19,20,27,NA,25,32,28,NA,29,28,25,NA,27,25
"104","04","017",45,NA,34,NA,NA,NA,NA,NA,26,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,10,27,NA,14,15,23,NA,16,13,28,25,21,29,24,25,14,25
"105","04","019",45,72,29,47,NA,NA,NA,11,17,NA,16,15,NA,NA,NA,NA,13,12,NA,11,10,NA,10,NA,12,NA,NA,NA,31,23,14,25,21,25,12,21,29,30,22,28,22,22,18,22
"106","04","021",40,NA,NA,38,NA,NA,NA,NA,28,NA,10,26,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,11,NA,11,NA,30,16,10,26,24,32,10,20,29,36,29,26,24,20,17,22
