"","State_FIPS_Code","County_FIPS_Code","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer"
"934","20","095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,38,NA,NA,NA,20,NA,NA,NA,33,NA,NA,NA,18,NA,NA,NA
"935","20","097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,32,NA,NA,NA,32,NA,NA,NA,17,NA,NA,NA
"936","20","099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,15,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,31,26,NA,NA,28,26,NA,NA,32,25,NA,NA,18,33,NA,NA
"937","20","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,27,NA,NA,NA,30,NA,NA,NA,20,NA,NA,NA
"938","20","103",38,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,22,20,NA,NA,NA,20,NA,NA,14,NA,NA,NA,35,34,NA,NA,27,26,NA,NA,32,33,NA,NA,20,23,NA,NA
"939","20","105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,32,NA,NA,NA,53,NA,NA,NA,17,NA,NA,NA
"940","20","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,37,NA,NA,NA,32,NA,NA,NA,36,NA,NA,NA,20,NA,NA,NA
"941","20","109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,28,NA,NA,NA,34,NA,NA,NA,18,NA,NA,NA
"942","20","111",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,15,NA,NA,NA,13,NA,NA,NA,10,NA,NA,NA,14,NA,NA,NA,32,NA,NA,NA,25,NA,NA,NA,35,NA,NA,NA,18,NA,NA,NA
"943","20","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,21,NA,NA,NA,15,NA,NA,NA,37,NA,NA,NA,22,NA,NA,NA,31,NA,NA,NA,17,NA,NA,NA
"944","20","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,22,NA,NA,NA,31,NA,NA,NA,18,NA,NA,NA
"945","20","117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,34,NA,NA,NA,26,NA,NA,NA,37,NA,NA,NA,20,NA,NA,NA
"946","20","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,21,NA,NA,NA,36,NA,NA,NA,20,NA,NA,NA
"947","20","121",NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,11,NA,NA,NA,13,NA,NA,NA,31,NA,NA,NA,21,NA,NA,NA,36,33,NA,NA,18,14,NA,NA
"948","20","123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,26,NA,NA,NA,30,NA,NA,NA,17,NA,NA,NA
"949","20","125",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,33,35,NA,NA,23,20,NA,NA,28,29,NA,NA,22,23,NA,NA
"950","20","127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,27,NA,NA,NA,29,NA,NA,NA,23,NA,NA,NA
"951","20","129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,41,NA,NA,NA,38,NA,NA,NA,19,NA,NA,NA
"952","20","131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,40,NA,NA,NA,23,NA,NA,NA,34,NA,NA,NA,17,NA,NA,NA
"953","20","133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,23,NA,NA,NA,33,NA,NA,NA,20,NA,NA,NA
"954","20","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,20,NA,NA,NA,34,NA,NA,NA,22,NA,NA,NA
"955","20","137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,43,NA,NA,NA,16,NA,NA,NA,31,NA,NA,NA,19,NA,NA,NA
"956","20","139",NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,34,NA,NA,NA,29,NA,NA,NA,29,NA,NA,NA,19,NA,NA,NA
"957","20","141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,31,NA,NA,NA,47,NA,NA,NA,19,NA,NA,NA
"958","20","143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,28,NA,NA,NA,39,NA,NA,NA,19,NA,NA,NA
"959","20","145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,27,NA,NA,NA,30,NA,NA,NA,21,NA,NA,NA
"960","20","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,20,NA,NA,NA,12,NA,NA,NA,30,NA,NA,NA,30,NA,NA,NA,31,NA,NA,NA,19,NA,NA,NA
"961","20","149",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,13,NA,NA,NA,15,NA,NA,NA,38,NA,NA,NA,25,NA,NA,NA,30,NA,NA,NA,22,NA,NA,NA
"962","20","151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,40,NA,NA,NA,25,NA,NA,NA,34,NA,NA,NA,17,NA,NA,NA
"963","20","153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,23,NA,NA,NA,34,NA,NA,NA,21,NA,NA,NA
"964","20","155",50,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,35,25,NA,NA,22,17,NA,NA,28,30,NA,17,19,11,NA,11
"965","20","157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,25,NA,NA,NA,10,NA,NA,NA,33,NA,NA,NA,35,NA,NA,NA,31,NA,NA,NA,16,NA,NA,NA
"966","20","159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,30,NA,NA,NA,29,NA,NA,NA,28,NA,NA,NA,20,NA,NA,NA
"967","20","161",57,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,15,NA,NA,NA,10,NA,NA,NA,41,NA,NA,NA,23,NA,NA,NA,28,NA,NA,NA,18,NA,NA,NA
"968","20","163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,19,NA,NA,NA,30,NA,NA,NA,21,NA,NA,NA
"969","20","165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,16,NA,NA,NA,36,NA,NA,NA,19,NA,NA,NA
"970","20","167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,12,NA,NA,NA,20,NA,NA,NA,33,NA,NA,NA,23,NA,NA,NA,37,NA,NA,NA,22,NA,NA,NA
"971","20","169",24,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,13,NA,NA,NA,10,NA,NA,NA,31,NA,NA,NA,25,NA,NA,NA,30,27,NA,NA,19,31,NA,NA
"972","20","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,18,NA,NA,NA,34,NA,NA,NA,21,NA,NA,NA
"973","20","173",55,71,NA,72,10,NA,NA,14,22,NA,NA,NA,NA,NA,NA,NA,17,16,29,NA,12,14,14,NA,NA,NA,NA,NA,35,27,34,27,21,28,12,16,29,27,22,25,21,26,27,24
"974","20","175",43,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,33,NA,NA,19,27,NA,NA,31,37,33,NA,45,20,27,NA,29
"975","20","177",25,NA,NA,NA,14,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,17,12,NA,NA,14,NA,NA,NA,31,22,NA,17,23,35,NA,20,30,27,20,31,21,18,34,17
"976","20","179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,33,NA,NA,NA,31,NA,NA,NA,19,NA,NA,NA
"977","20","181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,29,NA,NA,NA,37,NA,NA,NA,20,NA,NA,NA
"978","20","183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,33,NA,NA,NA,31,NA,NA,NA,20,NA,NA,NA
"979","20","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,22,NA,NA,NA,36,NA,NA,NA,15,NA,NA,NA
"980","20","187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,29,NA,NA,NA,33,NA,NA,NA,20,NA,NA,NA
"981","20","189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,23,NA,NA,NA,31,NA,NA,NA,19,NA,NA,NA
"982","20","191",NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,36,NA,NA,NA,20,NA,NA,NA,30,NA,NA,NA,22,NA,NA,NA
"983","20","193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,35,NA,NA,NA,25,NA,NA,NA,36,NA,NA,NA,20,NA,NA,NA
"984","20","195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,30,NA,NA,NA,34,NA,NA,NA,20,NA,NA,NA
"985","20","197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,25,NA,NA,NA,17,NA,NA,NA,31,NA,NA,NA,20,NA,NA,NA,32,NA,NA,NA,18,NA,NA,NA
"986","20","199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,23,NA,NA,NA,33,NA,NA,NA,18,NA,NA,NA
"987","20","201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,20,NA,NA,NA,34,NA,NA,NA,18,NA,NA,NA
"988","20","203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,22,NA,NA,NA
"989","20","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,17,NA,NA,NA,11,NA,NA,NA,34,NA,NA,NA,29,NA,NA,NA,35,NA,NA,NA,17,NA,NA,NA
"990","20","207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,28,NA,NA,NA,29,NA,NA,NA,33,NA,NA,NA,18,NA,NA,NA
"991","20","209",65,60,NA,67,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,14,NA,NA,NA,NA,15,NA,NA,11,30,29,NA,18,22,21,NA,23,27,24,21,27,22,24,25,11
"992","21","001",36,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,10,NA,NA,NA,15,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,30,NA,NA,NA,32,38,NA,NA,23,28,NA,NA
"993","21","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,31,NA,NA,NA,34,NA,NA,NA,36,NA,NA,NA,20,NA,NA,NA
"994","21","005",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,12,NA,NA,NA,12,NA,NA,NA,41,NA,NA,NA,22,NA,NA,NA,31,26,NA,NA,21,26,NA,NA
"995","21","007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,11,NA,NA,NA,14,NA,NA,NA,33,NA,NA,NA,33,NA,NA,NA,44,29,NA,NA,18,42,NA,NA
"996","21","009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,14,NA,NA,NA,10,NA,NA,NA,42,NA,NA,NA,23,NA,NA,NA,34,37,NA,NA,19,21,NA,NA
"997","21","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,28,NA,NA,NA,33,29,NA,NA,20,29,NA,NA
"998","21","013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,31,NA,NA,NA,35,35,NA,NA,22,22,NA,NA
"999","21","015",43,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,24,NA,NA,NA,28,NA,NA,NA,24,NA,NA,NA
"1000","21","017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,39,42,NA,NA,24,30,NA,NA,33,32,NA,NA,23,31,NA,NA
"1001","21","019",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,23,NA,NA,NA,26,42,NA,NA,24,NA,NA,NA
"1002","21","021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,39,21,NA,NA,27,38,NA,NA,27,30,NA,NA,20,22,NA,NA
"1003","21","023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,33,NA,NA,NA,32,NA,NA,NA,36,NA,NA,NA,18,NA,NA,NA
"1004","21","025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,31,NA,NA,NA,41,NA,NA,NA,22,NA,NA,NA
"1005","21","027",NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,11,NA,NA,NA,15,NA,NA,NA,41,NA,NA,NA,25,NA,NA,NA,34,39,NA,NA,24,25,NA,NA
"1006","21","029",60,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,25,NA,NA,NA,34,NA,NA,NA,25,NA,NA,NA
"1007","21","031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,14,NA,NA,NA,12,NA,NA,NA,37,NA,NA,NA,27,NA,NA,NA,35,NA,NA,NA,22,NA,NA,NA
"1008","21","033",NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,18,NA,NA,NA,20,NA,NA,NA,12,NA,NA,NA,14,NA,NA,NA,36,NA,NA,NA,30,NA,NA,NA,36,38,NA,NA,19,22,NA,NA
"1009","21","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,17,NA,NA,NA,36,NA,NA,NA,27,NA,NA,NA,34,43,NA,NA,19,30,NA,NA
"1010","21","037",48,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,25,NA,NA,NA,28,NA,NA,NA,22,28,NA,NA
"1011","21","039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,34,NA,NA,NA,28,NA,NA,NA,39,NA,NA,NA,16,NA,NA,NA
"1012","21","041",NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,12,NA,NA,NA,10,NA,NA,NA,34,NA,NA,NA,36,NA,NA,NA,36,NA,NA,NA,21,NA,NA,NA
"1013","21","043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,28,NA,NA,NA,29,NA,NA,NA,22,NA,NA,NA
"1014","21","045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,19,NA,NA,NA,13,NA,NA,NA,34,NA,NA,NA,33,NA,NA,NA,32,NA,NA,NA,22,NA,NA,NA
"1015","21","047",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,30,23,NA,NA,29,31,NA,NA,35,31,NA,NA,19,20,NA,NA
"1016","21","049",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,10,NA,NA,NA,17,NA,NA,NA,15,NA,NA,NA,15,NA,NA,NA,37,27,NA,NA,25,27,NA,NA,30,33,NA,NA,22,20,NA,NA
"1017","21","051",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,28,NA,NA,NA,35,21,NA,NA,20,33,NA,NA
"1018","21","053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,23,NA,NA,NA,18,NA,NA,NA,37,NA,NA,NA,30,NA,NA,NA,35,NA,NA,NA,21,NA,NA,NA
"1019","21","055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,31,NA,NA,NA,43,NA,NA,NA,21,NA,NA,NA
"1020","21","057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,34,NA,NA,NA,34,NA,NA,NA,47,27,NA,NA,16,33,NA,NA
"1021","21","059",44,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,10,NA,NA,NA,16,NA,NA,NA,11,NA,NA,NA,12,NA,NA,NA,36,38,NA,NA,21,15,NA,NA,29,30,NA,NA,23,22,NA,NA
"1022","21","061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,31,NA,NA,NA,29,NA,NA,NA,24,NA,NA,NA
"1023","21","063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,16,NA,NA,NA,30,NA,NA,NA,25,NA,NA,NA
"1024","21","065",NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,10,NA,NA,NA,11,NA,NA,NA,35,NA,NA,NA,32,NA,NA,NA,38,NA,NA,NA,21,NA,NA,NA
"1025","21","067",50,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,15,13,NA,NA,14,17,NA,NA,10,NA,NA,NA,35,31,NA,NA,22,25,NA,NA,30,34,NA,32,23,23,NA,29
"1026","21","069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,33,NA,NA,NA,32,NA,NA,NA,19,NA,NA,NA
"1027","21","071",NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,27,NA,NA,NA,30,NA,NA,NA,23,NA,NA,NA
"1028","21","073",50,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,15,NA,NA,NA,17,NA,NA,NA,36,32,NA,NA,29,45,NA,NA,28,27,NA,NA,22,23,NA,NA
"1029","21","075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,34,32,NA,NA,30,32,NA,NA,37,41,NA,NA,16,21,NA,NA
"1030","21","077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,39,NA,NA,NA,27,NA,NA,NA,35,NA,NA,NA,25,NA,NA,NA
"1031","21","079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,18,NA,NA,NA,13,NA,NA,NA,39,NA,NA,NA,26,NA,NA,NA,30,30,NA,NA,22,20,NA,NA
"1032","21","081",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,29,NA,NA,NA,31,NA,NA,NA,24,NA,NA,NA
"1033","21","083",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,34,21,NA,NA,26,NA,NA,NA,32,28,NA,NA,20,19,NA,NA
"1034","21","085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,27,NA,NA,NA,37,NA,NA,NA,18,NA,NA,NA
"1035","21","087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,38,NA,NA,NA,24,NA,NA,NA,34,38,NA,NA,19,NA,NA,NA
